,Name,Age,position1,position2,position3,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
240,Riccardo Saponara,30, AM(CL),,,13(16),1287,0.3,-,0.2,-,0.1,0.3,-,-,6.57
241,Grigoris Kastanos,24, AM(CR),,,16(11),1346,1.1,0.8,1,-,0.3,0.6,0.2,-,6.57
242,Matias Viña,24, D(L),M(L),,18(8),1566,1.8,1,0.3,0.1,1,1.2,0.1,-,6.57
243,Matteo Politano,28, AM(CLR),FW,,20(13),1659,0.7,0.4,0.4,-,0.1,1.2,0.1,-,6.56
244,Jean-Victor Makengo,23, AM(CL),,,26(7),2360,0.9,0.6,0.8,-,0.4,0.4,0.2,-,6.56
245,Rogerio,24, D(L),M(L),,19(4),1733,0.9,0.8,0.7,0.7,1.7,0.3,0.3,-,6.56
246,Ainsley Maitland-Niles,24, D(LR),M(CLR),,7(1),493,1,0.8,0.8,0.1,0.4,1.1,-,-,6.56
247,Ridgeciano Haps,28, D(L),M(L),,24(1),2062,1.4,1.2,0.9,0.2,1.9,0.4,0.5,-,6.56
248,Denis Zakaria,25, D(C),DMC,,6(3),598,1.2,1.2,1.2,-,0.7,0.9,0.3,-,6.56
249,Stephan El Shaarawy,29, AM(CLR),FW,,8(19),1047,0.5,0.4,0.3,0.1,0.2,0.1,0.1,-,6.56
250,Marash Kumbulla,22, D(C),,,13(4),1030,1.2,0.9,1.3,0.5,1.5,0.4,0.5,-,6.56
251,Armando Izzo,30, D(C),,,6(5),526,1.5,1.5,1.5,0.2,1.9,0.2,0.4,-,6.56
252,Kelvin Amian,24, D(CLR),,,31(1),2652,2.1,1,1.1,0.2,2,0.3,0.7,-,6.56
253,Andrea Cambiaso,22, D(R),M(L),,21(5),1795,1.8,0.9,0.8,0.2,1.1,0.5,0.3,-,6.56
254,Daniele Rugani,27, D(C),,,9(3),881,0.7,0.9,0.9,0.5,3.8,0.3,0.3,-,6.56
255,Lorenzo De Silvestri,34, D(R),M(R),,27(4),2300,0.7,0.8,0.9,0.1,1.5,0.7,0.2,-,6.55
256,Marco Silvestri,31, GK,,,35,3150,-,-,-,-,0.5,-,-,-,6.55
257,Thomas Strakosha,27, GK,,,23,2070,-,-,0.1,-,0.7,-,-,-,6.55
258,Isaac Success,26, AM(LR),FW,,11(11),911,0.2,0.1,1.1,-,0.2,0.2,-,-,6.55
259,Nehuen Pérez,21, D(C),,,19(1),1695,2.2,1.1,1.5,0.2,2.2,0.5,0.5,-,6.54
260,David Zima,21, D(C),,,13(7),1310,1,1.2,0.8,0.1,2.1,0.6,0.7,-,6.54
261,Eljif Elmas,22, M(CLR),,,12(25),1601,0.7,0.2,0.7,-,0.4,0.4,0.1,-,6.54
262,Alessandro Berardi,31, Goalkeeper,,,1,90,-,-,-,-,-,-,-,-,6.54
263,Diego Godín,36, D(C),,,9(2),819,1.6,1.2,1.2,0.5,3.9,0.5,0.5,-,6.54
264,Rade Krunic,28, M(CL),,,15(13),1414,1.2,0.6,0.8,-,0.5,0.6,0.1,-,6.54
265,Emmanuel Gyasi,28, M(LR),FW,,35(1),3045,1.3,0.4,1.3,-,1.1,0.6,0.1,1,6.54
266,Ciprian Tatarusanu,36, GK,,,6,540,-,-,-,-,0.5,0.2,-,-,6.54
267,Manolo Portanova,22, AM(CL),,,17(7),1333,1.9,0.7,1.9,-,0.8,0.8,0.1,-,6.53
268,Matteo Lovato,22, D(C),,,14(2),1243,1.4,1.8,1,0.8,2.6,0.8,0.6,-,6.53
269,Niki Mäenpää,37, GK,,,16(1),1485,-,-,0.1,-,1.2,-,-,-,6.53
270,Arthur Cabral,24, FW,,,8(6),750,0.6,0.1,1.1,-,0.6,0.2,0.1,-,6.53
271,Gian Marco Ferrari,30, D(C),,,35(1),3127,0.4,1.2,0.7,0.9,3.1,0.4,0.8,-,6.53
272,Albin Ekdal,32, M(C),,,19(7),1641,1.7,1.1,1.2,-,0.9,1.2,0.3,-,6.53
273,Mattia Destro,31, FW,,,21(6),1754,0.3,0.1,1.5,-,0.6,0.2,-,-,6.53
274,Roberto Pereyra,31, M(CLR),FW,,22(2),1799,0.8,0.5,1.4,-,0.4,0.7,0.2,-,6.53
275,Antonio Vacca,32, M(C),,,15(6),1070,1.7,1,1,-,0.6,1,0.4,-,6.53
276,Maya Yoshida,33, D(CR),,,19(7),1823,0.7,1.1,0.8,0.5,2.7,0.3,0.8,1,6.53
277,Martin Erlic,24, D(C),,,30,2579,0.9,0.9,0.9,0.3,4,0.3,1.3,-,6.53
278,Gaetano Castrovilli,25, M(C),,,16(7),1400,1.1,0.5,0.9,-,0.2,0.5,0.2,-,6.52
279,Adrien Silva,33, M(C),,,12(5),1086,1.4,1.4,0.8,-,1.3,1.4,0.3,-,6.52
280,Miguel Veloso,36, M(C),,,17(5),1347,1,0.5,0.8,-,0.7,0.3,0.2,-,6.52
281,Gary Medel,34, D(C),DMC,,32(1),2831,1.2,1.3,1,0.9,3.4,0.6,0.6,-,6.52
282,Aimar Sher,19, Midfielder,,,0(1),45,2,3,-,-,1,1,-,-,6.52
283,Fabiano Parisi,21, D(L),,,16(9),1474,1.4,0.9,0.9,0.2,1.4,0.7,0.4,-,6.52
284,Elseid Hysaj,28, D(LR),M(R),,24(5),2031,1.6,0.8,0.6,0.2,0.9,0.6,0.2,-,6.52
285,Manuel Lazzari,28, D(R),M(R),,16(15),1655,0.9,0.4,0.6,0.2,0.5,0.3,0.1,-,6.51
286,Nikola Maksimovic,30, D(CR),M(R),,13(1),1116,1,0.9,0.7,0.1,4.1,0.1,0.8,-,6.51
287,Petko Hristov,23, D(C),,,13(4),1245,1,1.1,0.5,0.5,2.7,0.4,1.4,-,6.51
288,Felipe Caicedo,33, FW,,,1(8),279,0.3,-,0.7,-,0.3,0.1,-,-,6.51
289,Juan Jesus,30, D(CL),,,14(7),1273,1.2,0.4,0.7,0.5,1.5,0.3,0.8,1,6.51
290,Jacopo Dezi,30, Midfielder,,,0(1),16,-,1,-,-,-,1,-,-,6.51
291,Tolgay Arslan,31, M(C),,,22(8),1677,1.2,0.4,0.9,-,0.7,1,0.1,-,6.51
292,Razvan Marin,26, M(C),,,31(5),2817,1.2,0.3,1,-,0.3,0.8,0.1,-,6.5
293,Adama Soumaoro,29, D(CR),,,26(2),2267,0.5,1.2,0.9,0.4,3.3,0.2,0.6,1,6.5
294,Diego Coppola,18, Defender,,,3(1),249,2,1,0.5,0.8,1.3,-,0.3,-,6.5
295,Gianluca Busio,20, M(C),,,23(6),1956,1.8,0.7,1.1,-,0.9,1.2,0.4,-,6.49
296,Lorenzo Tonelli,32, D(C),,,8(6),868,1.2,1.4,0.6,0.4,2,0.5,0.6,1,6.49
297,Lucas Leiva,35, D(C),M(C),,19(16),1698,1.6,0.8,1.1,-,1,1.1,0.3,-,6.49
298,Tommaso Augello,27, D(L),,,25(11),2398,1,0.8,0.3,0.2,1.5,0.3,0.1,-,6.49
299,Sofian Kiyine,24, AM(CL),,,14(12),1239,0.9,0.4,1.9,-,0.3,0.8,-,-,6.49
300,David Okereke,24, AM(CR),FW,,24(8),2064,0.5,0.3,0.9,-,0.6,0.5,0.1,-,6.49
301,Nicolas Haas,26, M(C),,,11(5),1007,2.2,0.6,1.1,-,1,1.4,0.3,-,6.49
302,Lorenzo Montipò,26, GK,,,34,3060,-,-,-,-,1,-,-,-,6.49
303,Marko Pjaca,27, AM(CL),FW,,13(11),1146,0.3,0.2,0.5,-,0.1,0.2,0.1,-,6.48
304,Alessandro Deiola,26, M(C),,,28(5),2147,1.4,0.8,1.4,-,1.3,1.1,0.3,-,6.48
305,Lazar Samardzic,20, Midfielder,,,1(21),472,0.6,0.1,0.5,-,-,0.9,-,-,6.48
306,Leonardo Pavoletti,33, FW,,,14(19),1508,0.3,0.1,1.4,-,0.4,0.2,0.2,-,6.48
307,Arthur,25, DMC,,,11(9),957,1.3,0.4,1,-,0.4,0.6,0.1,-,6.48
308,Cristian Ansaldi,35, D(CLR),M(CLR),,5(14),678,1.1,0.3,0.7,-,0.5,0.2,0.1,-,6.48
309,Ignacio Pussetto,26, AM(CLR),FW,,11(17),1202,0.6,0.1,1.1,-,0.4,0.3,0.1,-,6.48
310,Bartlomiej Dragowski,24, GK,,,7,557,-,0.1,0.1,-,0.7,-,-,-,6.48
311,Tomás Rincón,34, M(CR),,,13(4),1171,1.3,1.1,1.3,-,0.6,1.2,0.1,-,6.48
312,Pietro Ceccaroni,26, D(C),,,35,3122,1.6,0.9,0.7,0.5,4,0.3,0.9,-,6.47
313,Arkadiusz Reca,26, D(L),M(L),,22(3),1779,1.2,1.3,0.9,0.2,1.7,0.4,0.3,-,6.47
314,Roberto Gagliardini,28, DMC,,,6(12),640,0.7,0.5,1.3,-,0.3,0.7,0.3,-,6.47
315,Ante Rebic,28, AM(CLR),FW,,6(18),876,0.6,0.1,0.8,-,0.1,0.5,-,-,6.47
316,Lassana Coulibaly,26, M(CL),,,29(2),2341,1.9,0.7,1.1,-,0.8,1.2,0.4,-,6.47
317,Riccardo Sottil,23, AM(LR),,,14(10),1245,0.4,-,0.6,-,0.1,0.3,-,-,6.47
318,Federico Bonazzoli,25, AM(C),FW,,19(13),1867,0.8,0.2,1,-,0.2,0.6,-,-,6.47
319,Dimitrije Kamenovic,21, Defender,,,0(1),45,1,2,1,1,1,-,-,-,6.47
320,Vid Belec,32, GK,,,21(2),1936,-,-,-,-,0.7,-,-,-,6.47
321,Cristian Molinaro,38, D(L),M(L),,6(2),549,1.5,0.8,0.9,0.1,2.4,0.3,0.3,-,6.47
322,Rey Manaj,25, FW,,,19(11),1768,0.6,0.1,1.8,-,0.4,0.7,-,-,6.47
323,Giuseppe Pezzella,24, D(L),M(L),,10(11),1068,1.3,0.4,0.9,-,0.5,0.5,0.2,-,6.46
324,Kevin Bonifazi,26, D(C),,,14(8),1209,1.1,0.7,0.7,0.1,1.6,-,0.3,1,6.46
325,Samuele Ricci,20, M(C),,,9(3),725,0.7,1.2,1.2,0.1,0.8,0.3,0.1,-,6.46
326,Giulio Maggiore,24, M(C),,,33(2),2835,1.7,0.8,1.8,-,0.9,1.3,0.1,-,6.46
327,Norbert Gyömbér,29, D(CR),DMC,,30(1),2566,1.7,1.4,1.5,0.4,3.9,0.5,0.8,-,6.46
328,Cristian Volpato,18, Midfielder,,,0(3),36,0.3,-,0.3,-,-,-,-,-,6.46
329,Matteo Lovato,22, D(C),,,3(3),303,0.8,1.2,0.8,-,1.3,0.2,0.3,-,6.46
330,Riccardo Gagliolo,32, D(CL),,,12(5),1135,1.4,1.6,0.5,0.5,3,0.6,0.5,-,6.46
331,Salvador Ferrer,24, D(R),,,14(13),1489,1.2,0.7,0.5,0.1,1.6,0.5,0.5,-,6.45
332,Ivan Radovanovic,33, D(C),DMC,,12(2),1055,0.8,0.5,0.6,0.4,2,0.9,0.5,-,6.45
333,Federico Di Francesco,27, M(LR),FW,,17(9),1378,0.6,0.3,1.1,-,0.3,0.5,-,-,6.45
334,Leo Østigård,22, D(C),,,13(2),1172,1.1,0.5,1,0.5,3.4,0.1,0.7,-,6.45
335,Luca Ceppitelli,32, D(C),,,16(8),1445,1,1,0.8,0.6,2.3,0.5,0.6,-,6.44
336,Hans Hateboer,28, D(R),M(R),,16(5),1391,1,0.3,0.9,-,0.9,0.7,-,-,6.44
337,Stefan Strandberg,31, D(C),DMC,,11,934,1.2,0.8,0.7,0.5,4.4,0.3,1.2,1,6.44
338,Matteo Gabbia,22, D(C),,,6(2),537,0.5,1,0.9,0.5,1.5,0.5,0.3,-,6.44
339,Dejan Kulusevski,22, AM(CR),FW,,5(15),762,0.8,0.3,1.5,-,0.3,0.7,-,-,6.43
340,Krzysztof Piatek,26, FW,,,9(5),737,0.4,0.1,0.5,-,0.6,0.1,-,-,6.43
341,Michaël Cuisance,22, AM(C),,,13,930,1.8,0.9,0.9,-,0.2,1.4,-,-,6.43
342,Nicola Sansone,30, AM(LR),FW,,6(21),883,0.5,0.1,0.6,-,0.1,0.4,-,-,6.43
343,Kostas Manolas,30, D(C),,,3(1),312,0.5,1,1.3,0.5,2.5,0.3,0.3,-,6.43
344,Nicolò Bertola,19, Defender,,,0(2),33,1.5,1.5,-,-,0.5,0.5,-,-,6.43
345,Takehiro Tomiyasu,23, D(CR),,,0(1),9,-,1,-,-,-,-,-,-,6.43
346,Joakim Maehle,25, D(LR),M(LR),,15(11),1468,0.8,0.5,0.4,0.1,0.3,0.6,0.1,-,6.43
347,Kristjan Asllani,20, M(C),,,14(9),1347,0.8,0.8,0.6,-,0.5,0.8,0.3,-,6.43
348,Simone Verdi,29, AM(CLR),FW,,0(3),43,0.3,-,0.3,-,-,-,-,-,6.43
349,Joseph Alfred Duncan,29, DMC,,,21(12),1934,1,0.3,0.7,-,0.2,0.6,0.1,-,6.43
350,Luca Ranieri,23, D(L),M(L),,25(2),2116,1.4,0.8,0.6,0.1,2.2,0.5,0.3,-,6.43
351,Dalbert,28, D(L),DMC,M(L),27(1),2096,1.5,0.9,1.4,-,1,0.9,0.2,-,6.42
352,Dimitrios Nikolaou,23, D(C),,,36,3240,1.1,1.4,0.9,0.6,3.6,0.3,0.7,1,6.42
353,Marco Modolo,33, Defender,,,4(2),390,1,0.7,1,0.3,4.3,0.5,1,-,6.42
354,Denso Kasius,19, Defender,,,1(6),177,1.3,0.4,0.1,0.1,0.6,0.4,-,-,6.42
355,Paolo Faragò,29, D(R),DMC,M(R),0(1),16,1,-,-,-,-,-,-,-,6.42
356,Giangiacomo Magnani,26, D(C),,,3(1),238,1,1.8,0.8,0.5,3,-,0.5,-,6.42
357,Giorgio Scalvini,18, D(C),,,9(9),761,1.2,1.2,0.8,0.1,0.8,0.6,0.1,-,6.42
358,Mert Müldür,23, D(R),,,24(7),2047,1.7,0.8,0.8,0.6,1.2,0.7,0.2,-,6.41
359,Arturo Vidal,35, M(CR),,,2(26),715,0.9,0.3,0.6,-,0.2,0.6,0.2,-,6.41
360,Davide Marfella,22, Goalkeeper,,,0(1),10,-,-,-,-,-,-,-,-,6.41
361,Cedric Gondo,25, FW,,,10(4),705,0.4,0.2,1.3,-,0.1,0.2,-,-,6.41
362,Nadiem Amiri,25, M(CLR),,,9(4),685,0.5,-,0.5,-,-,0.5,-,-,6.41
363,Jeremy Toljan,27, D(LR),M(LR),,15(5),1399,0.9,0.6,0.4,0.4,1.6,0.4,0.3,-,6.41
364,Fodé Ballo-Touré,25, D(L),M(L),,5(5),445,1.8,0.3,1.2,-,0.4,0.5,0.2,-,6.41
365,Zinho Vanheusden,22, D(C),,,11(3),990,1.3,1.6,0.7,0.2,2.9,0.4,1,1,6.41
366,Mattia Perin,29, GK,,,5,406,-,-,-,-,0.8,-,-,-,6.41
367,Luigi Samele,20, Forward,,,0(2),3,-,-,-,-,0.5,-,-,-,6.4
368,Gastón Pereiro,26, AM(CLR),FW,,9(20),964,0.4,-,0.6,-,0.2,0.4,-,-,6.4
369,Adam Ounas,25, AM(CLR),FW,,1(14),312,0.4,0.1,0.6,-,0.2,0.3,-,-,6.4
370,Charalampos Lykogiannis,28, D(CL),M(L),,21(7),1822,0.7,1.1,1,0.2,2.2,0.3,0.3,-,6.4
371,Liam Henderson,26, AM(C),,,23(15),2019,0.6,0.2,1.6,-,0.3,0.6,0.1,-,6.4
372,Filippo Bandinelli,27, M(C),,,24(11),1968,0.9,0.3,1.5,-,1,0.5,0.1,-,6.39
373,Federico Ceccherini,30, D(C),,,29(5),2375,0.9,1.5,1.7,0.1,2.1,0.4,0.2,-,6.39
374,Kelvin Yeboah,22, FW,,,9(8),848,0.8,0.1,1.6,0.1,0.4,0.6,0.1,-,6.39
375,Edoardo Goldaniga,28, D(CR),,,11,937,1.1,2,2,-,2,0.6,0.5,-,6.39
376,Carles Pérez,24, AM(CR),,,3(16),545,0.4,0.1,0.7,-,0.1,0.5,-,-,6.39
377,Daniele Baselli,30, M(C),,,2(7),283,0.7,0.2,0.2,-,0.6,0.4,-,-,6.38
378,Francesco Rossi,31, Goalkeeper,,,0(1),36,-,-,-,-,-,-,-,-,6.38
379,Vlad Chiriches,32, D(CR),,,27(2),2304,1,1.4,1,1.2,2.4,0.4,0.7,-,6.38
380,Moustapha Cissé,18, Forward,,,0(3),35,0.3,-,0.7,-,-,1,-,-,6.38
381,Samu Castillejo,27, AM(CLR),,,1(4),126,0.8,0.4,0.4,-,0.2,1.4,0.2,-,6.38
382,Domen Crnigoj,26, AM(CR),,,22(12),1889,0.6,0.7,0.8,-,1.2,0.5,0.2,-,6.37
383,Diego Demme,30, DMC,,,7(12),686,1.1,0.5,1.5,-,0.1,0.6,0.1,-,6.37
384,Adam Obert,19, Defender,,,3(3),273,1.3,0.7,1,0.3,1.8,0.2,0.7,-,6.37
385,Giacomo Satalino,23, Goalkeeper,,,0(1),8,-,-,-,-,-,-,-,-,6.37
386,Sebastian Walukiewicz,22, D(C),,,4(3),303,1.3,1,0.6,0.1,2,0.3,0.3,-,6.37
387,Andrea Carboni,21, D(C),,,25(5),2218,1.8,0.9,0.6,0.3,2.8,0.8,0.5,1,6.37
388,Mehdi Bourabia,30, M(C),,,2(6),275,0.6,0.4,0.8,-,1.3,1,0.8,-,6.37
389,Jonathan Ikoné,24, AM(CLR),FW,,7(10),646,0.4,0.1,0.4,-,0.1,0.4,0.1,-,6.36
390,Nadir Zortea,22, D(R),,,13(16),1406,0.7,0.2,0.5,-,1.1,0.3,0.1,-,6.36
391,Patric,29, D(CR),M(R),,20(5),1654,0.8,0.5,1,0.7,1.8,0.4,0.4,1,6.36
392,Leonardo Spinazzola,29, D(LR),M(L),,2(1),129,-,-,0.3,-,0.7,0.3,0.3,-,6.36
393,Giangiacomo Magnani,26, D(C),,,5(9),527,0.7,0.7,0.8,0.1,3.3,0.6,0.2,-,6.36
394,Fabio Miretti,18, Midfielder,,,4(2),322,0.7,0.3,0.7,-,0.3,1.2,0.2,-,6.36
395,Franck Ribéry,39, AM(CL),FW,,17(7),1429,0.7,0.1,1.3,-,-,0.2,-,-,6.36
396,Kaan Ayhan,27, D(CR),DMC,,14(9),1345,0.9,0.6,0.6,0.6,2.4,0.3,0.6,-,6.35
397,Ardian Ismajli,25, D(C),,,13(7),1264,0.7,1.2,0.9,0.5,4,0.5,0.6,2,6.35
398,Ilija Nestorovski,32, FW,,,1(6),185,-,-,0.4,-,0.6,0.4,-,-,6.35
399,Eldor Shomurodov,26, FW,,,5(23),767,0.2,0.1,0.6,-,0.2,0.3,-,-,6.35
400,Kacper Urbanski,17, Midfielder,,,0(1),45,3,-,2,-,-,-,-,-,6.35
401,Kingsley Michael,22, Midfielder,,,1(1),76,2,0.5,-,-,0.5,0.5,0.5,-,6.35
402,Paolo Ghiglione,25, D(R),M(R),,6(7),598,1.3,0.8,0.8,-,0.8,0.4,0.4,-,6.35
403,David Strelec,21, Forward,,,7(3),506,0.4,0.2,0.4,-,0.1,0.7,0.1,-,6.35
404,Kevin Lasagna,29, AM(CL),FW,,11(17),1173,0.5,0.1,0.7,-,0.2,0.4,-,-,6.35
405,Luca Fiordilino,25, M(C),,,5(10),657,1.4,0.7,0.3,-,0.7,0.9,0.3,-,6.35
406,Sofyan Amrabat,25, DMC,,,8(15),931,1,0.2,1.1,-,0.2,0.3,0.3,-,6.35
407,Julian Chabot,24, D(C),,,4(7),482,1.1,0.8,0.9,0.3,2.4,0.2,0.4,-,6.34
408,Youssef Maleh,23, M(C),,,11(17),1018,1,0.2,1.5,-,-,0.5,-,-,6.34
409,Andrea La Mantia,31, FW,,,3(15),478,0.1,0.1,0.3,-,0.3,0.1,0.1,-,6.34
410,Robin Gosens,27, D(L),M(CL),,0(7),164,0.4,0.4,0.1,-,0.4,-,0.3,-,6.34
411,Fabio Quagliarella,39, FW,,,19(14),1661,0.2,0.1,0.6,-,0.3,0.4,-,-,6.34
412,Álvaro Odriozola,26, D(R),,,18(7),1730,1,0.3,0.6,0.2,0.8,0.7,0.2,-,6.34
413,Gonzalo Escalante,29, DMC,,,0(1),8,1,1,-,-,-,-,1,-,6.34
414,Jacopo Sala,30, D(LR),M(CR),,13(5),891,1.2,0.8,0.6,-,0.6,0.9,-,-,6.34
415,Alessandro Zanoli,21, D(R),,,5(7),453,0.8,0.3,0.8,-,1.2,0.2,0.1,-,6.34
416,Lorenzo Venuti,27, D(CLR),M(LR),,20(3),1578,1.1,0.2,0.7,0.4,1,0.4,0.2,1,6.34
417,Andrea Petagna,26, FW,,,4(20),574,0.1,-,0.6,-,0.2,0.1,-,-,6.34
418,Matías Vecino,30, M(C),,,2(15),363,0.4,0.2,0.5,-,0.4,0.4,0.1,-,6.33
419,Michel Aebischer,25, M(C),,,4(8),433,1.2,0.5,1.1,-,0.3,0.4,0.1,-,6.33
420,Fabio Depaoli,25, D(R),DMC,M(R),7(11),697,0.7,0.4,1.1,-,0.7,0.3,0.1,-,6.33
421,Tyronne Ebuehi,26, D(LR),,,12(7),1142,1.5,0.8,1.2,0.1,1.7,0.4,0.2,-,6.33
422,Yayah Kallon,20, Forward,,,5(10),630,1,0.1,1.3,-,0.1,0.5,0.1,-,6.33
423,Ebrima Colley,22, Midfielder,,,3(8),390,0.5,0.3,0.9,-,0.2,0.5,-,-,6.33
424,Moise Kean,22, AM(L),FW,,12(20),1091,0.3,0.1,0.6,-,0.3,0.3,-,-,6.33
425,Luis Binks,20, D(C),,,7(8),643,0.5,1.1,0.5,0.8,2.1,0.1,0.3,-,6.33
426,Caleb Ekuban,28, AM(CLR),FW,,18(12),1721,0.6,0.3,0.7,-,0.2,0.5,0.2,-,6.33
427,Stefano Sturaro,29, M(CL),,,25(1),1783,1.7,0.6,2,-,1,1,-,-,6.33
428,Andrea Conti,28, D(R),M(R),,2(5),229,0.6,1,0.7,0.3,0.6,0.4,-,-,6.32
429,Liberato Cacace,21, D(L),M(L),,5(5),465,1.5,0.8,0.9,0.1,0.8,-,0.2,-,6.32
430,M'Bala Nzola,25, FW,,,10(11),1061,0.1,-,1.4,-,0.6,0.2,-,-,6.32
431,Leo Stulac,27, M(C),,,8(15),822,0.6,0.3,0.3,-,0.6,0.5,0.1,-,6.32
432,Mitchell Dijks,29, D(L),M(L),,7(9),688,0.9,0.2,0.6,0.1,0.6,0.4,0.1,-,6.32
433,Bosko Sutalo,22, D(C),,,6(18),912,0.8,0.7,0.5,0.1,1.4,0.3,0.2,-,6.31
434,Ebrima Darboe,21, DMC,,,1,64,1,1,1,-,-,-,-,-,6.31
435,Abdoulaye Touré,28, DMC,,,6(2),435,1.5,0.5,0.4,-,0.8,0.8,0.1,-,6.31
436,Ivor Pandur,22, GK,,,3,270,-,-,-,-,0.7,-,-,-,6.31
437,Jens Stryger Larsen,31, D(CLR),M(LR),,8(3),686,0.5,0.4,0.3,-,1.1,0.1,-,1,6.31
438,Karol Linetty,27, M(CLR),,,11(5),899,0.9,0.2,1.9,-,0.1,0.8,-,-,6.3
439,Tiemoué Bakayoko,27, DMC,,,5(9),496,1.4,0.6,0.9,-,0.7,0.8,0.1,-,6.3
440,Andreas Skov Olsen,22, M(R),,,6(12),744,0.7,0.2,0.2,0.1,0.6,0.3,0.1,-,6.3
441,Carlo Pinsoglio,32, Goalkeeper,,,0(1),45,-,-,-,-,-,-,-,-,6.3
442,Mato Jajalo,34, M(C),,,6(16),621,1.1,0.5,0.5,-,0.2,0.5,-,-,6.3
443,Pasquale Mazzocchi,26, D(R),M(R),,15(3),1246,1,1.2,1.2,0.1,1.4,0.9,0.4,-,6.3
444,Kevin Strootman,32, DMC,,,7(3),645,0.8,1,1,-,1.3,0.7,0.2,-,6.29
445,Amadou Diawara,24, DMC,,,2(2),169,1.8,-,1.3,-,0.3,0.5,-,-,6.29
446,José Callejón,35, M(LR),FW,,16(14),1302,0.5,0.1,0.1,-,-,0.6,-,-,6.29
447,Albert Gudmundsson,24, AM(CLR),FW,,6(6),607,0.4,0.4,1.2,-,0.3,0.4,-,-,6.29
448,Kristoffer Askildsen,21, Midfielder,,,7(12),749,0.9,0.8,0.9,0.1,0.7,0.5,0.4,1,6.29
449,Keita Baldé,27, AM(LR),FW,,14(12),1233,0.3,0.2,1,-,0.2,0.3,-,-,6.29
450,Andrea Masiello,36, D(CR),,,6(1),517,0.7,1.6,0.9,0.4,2.9,0.4,0.6,-,6.29
451,Pablo Galdames,25, M(C),,,11(8),1032,1.5,0.4,1.1,-,0.5,1.2,0.1,-,6.29
452,Radu Dragusin,20, D(C),,,5(2),486,0.7,1.9,0.4,1,2.4,0.9,0.4,-,6.29
453,Ruan,23, D(C),,,0(10),207,0.7,0.2,0.4,0.1,2.4,0.1,0.5,-,6.28
454,Diego Perotti,33, M(CLR),FW,,1(10),278,1,0.2,0.5,-,0.5,0.8,-,-,6.28
455,Andrea Schiavone,29, M(C),,,5(9),569,1,0.6,0.7,-,0.8,0.9,0.2,-,6.28
456,Faouzi Ghoulam,31, D(L),,,3(11),325,0.2,0.2,0.3,0.1,0.7,0.2,0.1,-,6.28
457,Francesco Di Mariano,26, Forward,,,1,63,1,-,1,-,-,-,1,-,6.28
458,Marko Rog,26, M(C),,,2(6),307,0.6,0.1,1.4,-,0.4,0.9,0.1,-,6.28
459,Viktor Kovalenko,26, M(C),,,16(10),1323,0.6,0.5,0.6,-,0.2,0.5,0.1,-,6.28
460,Matheus Henrique,24, M(C),,,10(15),1066,0.4,0.3,0.7,0.1,0.4,0.7,0.1,-,6.28
461,Filippo Melegoni,23, AM(CR),,,10(15),976,0.8,0.4,0.6,-,0.3,0.3,-,-,6.28
462,Gianluca Gaetano,22, Midfielder,,,0(2),19,0.5,1,0.5,-,-,0.5,-,-,6.28
463,Francesco Di Tacchio,32, M(C),,,14(4),1257,0.9,1.2,1.3,0.1,1.3,0.9,0.4,1,6.27
464,Patrick Cutrone,24, FW,,,15(13),1402,0.2,0.2,0.5,-,-,0.3,-,-,6.27
465,Riccardo Calafiori,20, Defender,,,2(4),170,0.8,0.5,0.7,0.2,0.2,0.7,-,-,6.27
466,Kevin Malcuit,30, D(R),M(R),,2(6),286,0.5,1,1,0.1,0.8,-,-,-,6.27
467,Gregoire Defrel,30, AM(CR),FW,,11(27),1346,0.4,0.1,0.4,-,0.3,0.3,-,-,6.27
468,Andrei Motoc,20, Midfielder,,,1,90,1,2,-,1,1,-,2,-,6.27
469,Toma Basic,25, M(C),,,9(20),969,0.4,0.1,0.4,-,0.7,0.4,0.1,-,6.27
470,Aleksa Terzic,22, Defender,,,1(13),261,0.6,0.3,0.3,0.1,0.3,0.2,-,-,6.27
471,Yildirim Mert Çetin,25, D(C),,,0(2),46,0.5,-,-,-,1,-,-,-,6.27
472,Demba Seck,21, Forward,,,1(5),143,0.3,-,0.3,-,-,-,-,-,6.26
473,Stefan Radu,35, D(CL),,,6(4),554,0.9,0.5,0.4,0.1,1.5,0.4,0.2,-,6.26
474,Riccardo Fiamozzi,29, D(R),,,7(3),622,0.7,0.7,0.3,0.1,1,0.2,0.5,-,6.26
475,Jean-Daniel Akpa Akpro,29, D(R),M(CLR),,4(6),313,1.7,0.2,1.3,-,0.6,0.5,0.2,-,6.26
476,Riccardo Marchizza,24, D(L),,,16(3),1352,1.1,0.5,1,0.3,1.1,0.3,0.3,1,6.26
477,Radu Dragusin,20, D(C),,,4(9),613,0.3,0.8,0.5,0.2,2.5,0.3,0.3,-,6.26
478,Marvin Zeegelaar,31, D(CL),M(L),,6(8),637,1.1,0.9,0.9,0.1,1.4,0.6,0.3,-,6.25
479,Hilmir Rafn Mikaelsson,18, Forward,,,0(1),17,2,-,-,-,-,-,-,-,6.25
480,Daan Heymans,22, AM(C),,,2(5),252,0.4,0.6,1.1,-,0.4,0.6,0.4,-,6.25
481,Nikola Kalinic,34, FW,,,4(10),401,0.1,-,1.1,-,0.1,0.1,-,-,6.25
