,Name,Age,position1,position2,position3,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
483,Mamadou Fofana,24, D(C),DMC,,0(1),32,1,1,-,-,2,1,1,-,6.17
484,Romain Salin,37, GK,,,1,90,-,-,-,-,1,-,-,-,6.17
485,Arial Mendy,27, D(L),,,9(9),791,0.3,0.4,0.3,0.1,0.8,0.5,0.1,-,6.17
486,Grejohn Kyei,26, FW,,,4(10),391,0.2,-,1,-,0.1,0.4,-,-,6.17
487,Karol Fila,23, D(R),,,7(9),562,0.6,0.3,0.5,-,0.4,0.3,0.1,-,6.17
488,Ismaël Boura,21, M(L),,,1(4),95,0.4,0.4,-,-,1,-,0.2,-,6.17
489,Jérémy Pied,33, D(LR),M(CLR),,0(2),12,-,0.5,-,-,-,-,-,-,6.17
490,Valon Berisha,29, M(CL),,,5(8),456,0.8,0.3,1,-,0.2,0.6,-,-,6.16
491,Yannick Cahuzac,37, DMC,,,7(11),613,0.3,0.5,0.3,-,0.6,0.3,0.1,-,6.16
492,Benoît Costil,34, GK,,,25,2250,-,-,-,-,0.7,-,-,-,6.16
493,Nicholas Gioacchini,21, Forward,,,3(25),476,0.3,0.1,0.1,-,0.1,0.2,-,-,6.16
494,Nemanja Radonjic,26, M(LR),,,0(1),17,-,-,-,-,-,-,-,-,6.16
495,Renaud Emond,30, FW,,,2(4),189,0.2,-,0.5,-,0.2,0.7,0.2,-,6.16
496,Willem Geubbels,20, Forward,,,4(18),532,0.4,0.3,0.5,-,0.2,0.3,-,-,6.15
497,Gerson Rodrigues,26, AM(CL),FW,,9(3),849,1,-,2.3,-,0.2,1.3,0.1,-,6.15
498,Darío Benedetto,32, FW,,,0(2),52,-,-,-,-,-,-,-,-,6.15
499,Luis Henrique,20, M(L),,,7(13),695,0.2,0.3,0.3,0.1,-,0.2,-,-,6.15
500,Corentin Jean,26, AM(LR),FW,,1(16),242,0.5,0.1,0.4,-,-,0.2,-,-,6.14
501,Lesley Ugochukwu,18, Midfielder,,,3(15),398,0.7,0.2,0.8,-,0.1,0.6,0.1,-,6.14
502,Fransérgio,31, M(C),FW,,14(12),1255,0.9,0.9,1,-,0.9,1.2,0.2,-,6.14
503,Enzo Tchato Mbiayi,19, Defender,,,0(1),7,-,-,-,-,1,-,-,-,6.14
504,Louis Mafouta,27, FW,,,5(10),524,-,-,1.1,-,0.3,0.3,-,-,6.14
505,Bakary Sako,34, M(L),FW,,1(6),151,-,-,0.4,-,-,0.1,0.1,-,6.14
506,Abdoulaye Bamba,32, D(LR),M(R),,4(6),455,0.6,0.9,0.5,-,1.1,0.7,0.1,1,6.13
507,Chrislain Matsima,20, Defender,,,1(6),131,0.4,0.1,-,-,0.9,0.7,0.4,-,6.13
508,Dion Moisés Sahi,20, Forward,,,0(8),121,-,0.1,0.1,-,0.1,-,-,-,6.13
509,Cheikh Niasse,22, Midfielder,,,0(4),40,0.5,0.3,0.3,-,0.5,0.3,0.3,-,6.13
510,Nassim Chadli,20, Midfielder,,,1(7),92,0.6,-,0.4,-,-,0.3,-,-,6.13
511,Mahamé Siby,25, Midfielder,,,0(2),15,-,0.5,-,-,0.5,-,-,-,6.13
512,Rafiki Said,22, Midfielder,,,0(14),110,0.3,-,0.4,-,-,0.1,-,-,6.12
513,Djeidi Gassama,18, Forward,,,0(1),1,-,-,-,-,-,-,1,-,6.12
514,Thomas Fontaine,31, D(C),,,2,168,1,1,2,-,2,0.5,1.5,-,6.12
515,Enzo Crivelli,27, AM(L),FW,,0(4),98,0.3,-,0.3,-,0.3,-,-,-,6.12
516,Thuler,23, D(C),,,10(6),855,1.3,0.6,0.8,0.3,1.8,0.4,0.4,-,6.12
517,Jonathan Iglesias,33, DMC,,,5(10),571,1.2,0.3,0.7,-,0.1,0.5,0.1,-,6.12
518,Sekou Yansané,19, Forward,,,0(1),16,-,-,1,-,1,1,-,-,6.11
519,Mamadou Camara,21, Forward,,,0(3),38,0.3,-,0.3,-,-,-,-,-,6.11
520,Marin Jakolis,25, Forward,,,2(8),224,0.2,0.1,0.5,-,-,0.6,-,-,6.11
521,Dilane Bakwa,19, Forward,,,0(6),44,0.2,-,0.3,-,0.2,0.2,-,-,6.1
522,Charles Boli,23, Midfielder,,,0(4),29,0.5,-,-,-,-,-,-,-,6.1
523,Mehdi Zerkane,22, AM(R),,,0(6),78,-,0.3,0.2,-,-,0.2,0.2,-,6.1
524,Andy Diouf,19, Midfielder,,,0(5),11,0.2,-,0.2,-,-,-,-,-,6.1
525,Paul Baysse,34, D(CR),,,0(2),9,0.5,-,-,-,0.5,-,-,-,6.1
526,Anastasios Donis,25, AM(CR),FW,,3(10),364,0.6,-,0.7,-,0.1,0.3,-,-,6.1
527,Mathys Tel,17, Forward,,,0(7),50,0.3,0.1,0.7,-,0.1,-,-,-,6.09
528,El Hadji Dieye,20, Midfielder,,,0(5),33,0.6,0.2,0.2,-,-,0.2,-,-,6.08
529,Jerome Phojo,29, Defender,,,0(1),5,-,-,-,-,1,-,-,-,6.08
530,Sacha Delaye,20, Forward,,,3(7),249,0.8,0.1,0.5,-,0.1,0.6,-,-,6.08
531,Arnaud Kalimuendo-Muinga,20, FW,,,0(2),6,-,-,-,-,-,-,-,-,6.07
532,Warren Tchimbembé,24, Midfielder,,,1(8),202,0.1,0.2,0.2,-,-,0.1,0.1,-,6.07
533,Loris Benito,30, D(CL),M(L),,1,62,-,1,1,-,3,-,-,-,6.07
534,Loum Tchaouna,18, Forward,,,0(10),79,0.3,0.2,-,-,-,0.4,-,-,6.07
535,Lohann Doucet,19, Midfielder,,,0(2),5,-,0.5,-,-,-,-,-,-,6.07
536,Youssouph Badji,20, FW,,,1(8),130,0.1,-,0.4,-,-,0.1,-,-,6.06
537,Pierre-Yves Hamel,28, FW,,,0(3),27,-,0.7,0.3,-,-,0.3,-,-,6.06
538,Xavi Simons,19, Midfielder,,,1(5),127,0.2,-,0.3,-,-,0.2,-,-,6.06
539,Assane Dioussé,24, DMC,,,0(4),21,0.3,-,-,-,-,-,-,-,6.06
540,Josue Albert,30, Defender,,,0(2),20,-,0.5,0.5,-,1,-,-,-,6.06
541,Ignacio Ramírez,25, Forward,,,1(4),123,0.4,-,0.2,-,-,-,-,-,6.05
542,Sead Kolasinac,28, D(CL),DMC,M(L),6(8),440,0.5,-,0.5,-,0.5,0.2,-,-,6.05
543,Pierre-Yves Hamel,28, FW,,,6(11),518,0.6,-,0.8,-,-,0.1,0.1,-,6.05
544,Derek Mazou-Sacko,17, Midfielder,,,0(2),2,0.5,-,0.5,-,0.5,-,-,-,6.05
545,Moussa Doumbia,27, AM(CL),FW,,0(4),82,-,-,-,-,-,0.3,-,-,6.04
546,Redwan Bourlès,19, Midfielder,,,0(4),13,-,-,-,-,-,-,-,-,6.04
547,Alexandre Letellier,31, GK,,,0(1),7,-,-,-,-,-,-,-,-,6.04
548,Alpha Sissoko,25, D(R),,,1,46,2,-,2,-,2,-,-,-,6.04
549,Antonin Bobichon,26, AM(CL),,,0(4),34,0.3,0.3,-,-,-,-,-,-,6.04
550,Oriol Busquets,23, D(C),DMC,,2(7),196,0.3,0.1,0.2,-,0.1,0.4,0.4,-,6.03
551,Mathys Saban,20, Midfielder,,,0(3),71,1.3,-,0.7,-,-,-,-,-,6.03
552,Noah Fatar,20, Midfielder,,,0(3),4,0.3,0.3,-,-,-,0.3,-,-,6.03
553,Baptiste Mouazan,20, Midfielder,,,1(2),95,1.3,0.3,1,-,0.3,0.7,-,-,6.03
554,Matthis Abline,19, Forward,,,1(6),99,-,-,0.3,-,0.1,-,-,-,6.02
555,Nathan Bitumazala,19, Midfielder,,,0(1),10,-,-,-,-,-,-,-,-,6.02
556,Casimir Ninga,29, AM(LR),FW,,3(13),401,0.3,0.1,0.7,-,-,0.2,-,-,6.02
557,Ibrahima Baldé,19, Forward,,,0(4),53,-,-,-,-,-,-,-,-,6.02
558,Maghnes Akliouche,20, Midfielder,,,0(7),48,0.3,-,0.6,-,-,0.1,-,-,6.02
559,Levi Lumeka,23, Forward,,,0(5),63,-,-,0.4,-,0.4,0.4,-,-,6.01
560,Yanis Guermouche,21, Forward,,,0(3),10,0.7,-,0.7,-,-,-,-,-,6.01
561,Aboubacar Sidibe,26, Midfielder,,,0(1),5,-,-,-,-,-,-,-,-,6.01
562,Ismaël Gharbi,18, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6.01
563,Yanis Lhéry,19, Forward,,,0(5),67,-,-,0.4,-,-,-,-,-,6.01
564,Wilson Isidor,21, AM(L),,,0(4),47,-,-,0.3,-,-,1,-,-,6
565,Edouard Michut,19, Midfielder,,,0(5),67,-,0.2,0.4,-,0.4,0.4,-,-,6
566,Gautier Larsonneur,25, GK,,,1,1,-,-,-,-,-,-,-,-,6
567,Georges Mikautadze,21, FW,,,0(1),1,-,-,-,-,-,-,-,-,6
568,Ismaël Doukouré,18, Defender,,,0(1),16,-,-,-,-,1,-,-,-,6
569,Jonathan Varane,20, Forward,,,0(1),1,-,-,-,-,-,-,-,-,6
570,Lamine Ghezali,22, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6
571,Lebo Mothiba,26, FW,,,0(1),1,-,-,1,-,-,-,-,-,6
572,Mehdi Chahiri,25, AM(L),,,0(1),16,1,-,-,-,-,-,-,-,6
573,Mohamed Achi,20, Midfielder,,,0(1),9,-,-,-,-,-,-,-,-,6
574,Mykola Kukharevych,20, Forward,,,0(2),13,-,-,0.5,-,-,-,-,-,6
575,Rubén Pardo,29, M(C),,,0(1),5,-,-,-,-,-,-,-,-,6
576,Sada Thioub,27, M(LR),,,0(1),2,-,-,-,-,-,-,-,-,6
577,Salim Ben Seghir,19, Forward,,,0(1),1,-,-,-,-,-,-,-,-,6
578,Samuel Koeberle,17, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6
579,Tanguy Zoukrou,19, Defender,,,0(4),75,0.3,-,0.3,-,0.5,0.3,-,-,6
580,Théo Le Bris,19, Defender,,,0(4),57,0.5,-,-,-,0.3,0.3,-,-,6
581,Farid El Melali,25, AM(R),,,0(2),12,-,-,-,-,0.5,0.5,-,-,5.99
582,Jean-Kévin Augustin,24, AM(R),FW,,0(7),78,0.1,-,0.1,-,-,0.4,-,-,5.99
583,Lenny Joseph,21, Forward,,,0(8),147,0.3,-,0.6,-,-,-,-,-,5.99
584,Guédé Nadje,18, Forward,,,0(1),2,-,-,-,-,-,-,-,-,5.98
585,Maxence Rivera,20, Forward,,,0(1),4,-,-,-,-,-,-,-,-,5.98
586,Béni Makouana,19, Forward,,,1(22),305,0.1,0.1,0.4,-,-,-,-,-,5.98
587,Habib Keita,20, Forward,,,0(3),6,-,-,-,-,-,-,-,-,5.97
588,Arthur Desmas,28, GK,,,15,1308,-,-,-,-,0.2,0.2,-,1,5.96
589,Patrick Roberts,25, AM(CR),FW,,0(1),14,-,-,1,-,-,-,-,-,5.96
590,Romain Philippoteaux,34, AM(LR),,,0(1),23,1,-,-,-,-,-,-,-,5.95
591,Jeanuël Belocian,17, Defender,,,0(1),11,-,-,-,-,-,-,-,-,5.94
592,Johaneko Louis Jean,17, Defender,,,0(1),11,-,-,-,-,-,-,-,-,5.94
593,Oussama Targhalline,20, Midfielder,,,0(2),4,-,-,1,-,-,-,-,-,5.94
594,Abdoulaye Sylla,22, Defender,,,2,158,2,0.5,2.5,-,1.5,1,1.5,-,5.93
595,Tiago Ribeiro,20, Defender,,,0(1),1,-,-,-,-,-,-,-,-,5.91
596,Lucas Calodat,20, Defender,,,0(1),4,-,-,-,-,-,-,-,-,5.9
597,Josh Maja,23, FW,,,0(2),8,-,-,-,-,-,-,-,-,5.9
598,Jason Mbock,22, Forward,,,0(1),16,-,-,-,-,-,-,-,-,5.88
599,Ibrahim Diakité,18, Defender,,,0(1),3,-,-,-,-,-,1,-,-,5.86
600,Jérôme Hergault,36, D(LR),M(R),,5(3),354,0.4,0.5,0.9,0.1,0.9,0.4,0.1,-,5.86
601,Yadaly Diaby,21, Midfielder,,,0(5),64,-,0.4,0.4,-,0.4,0.2,-,-,5.85
602,Charles Abi,22, FW,,,1,46,-,-,1,-,-,1,-,-,5.84
603,Amadou Traoré,20, Forward,,,0(1),18,-,-,1,-,-,-,-,-,5.71
604,Maxwel Cornet,25, D(L),M(LR),FW,1,65,3,1,2,-,1,1,-,-,5.06
