,Name,Age,position1,position2,position3,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
482,Bartosz Bialek,20, Forward,,,1(11),171,-,-,0.5,-,0.2,0.1,-,-,6.04
483,Matej Maglica,23, Defender,,,0(1),5,-,-,-,-,-,1,-,-,6.04
484,Sebastian Griesbeck,31, D(C),DMC,,0(1),8,1,-,-,-,-,-,-,-,6.04
485,Torben Müsel,22, Midfielder,,,0(1),4,-,-,-,-,-,-,-,-,6.04
486,Omar Marmoush,23, AM(L),FW,,0(2),22,-,-,-,-,-,-,-,-,6.03
487,Umut Tohumcu,17, Midfielder,,,0(1),4,-,-,-,-,-,-,-,-,6.03
488,Noah Weißhaupt,20, Forward,,,0(10),91,0.1,0.1,0.3,-,0.1,0.1,-,-,6.03
489,Merveille Papela,21, Midfielder,,,0(5),80,0.6,0.4,0.2,-,-,0.2,-,-,6.03
490,Abdourahmane Barry,22, D(C),,,1(7),204,0.8,0.5,1.1,-,0.1,0.3,0.3,-,6.03
491,Chris Richards,22, D(C),,,0(1),2,-,-,-,-,-,-,-,-,6.02
492,Christian Früchtl,22, Goalkeeper,,,0(1),9,-,-,-,-,-,-,-,-,6.02
493,Daniel Ginczek,31, AM(R),FW,,0(2),12,-,-,-,-,-,-,-,-,6.02
494,Lilian Egloff,19, Midfielder,,,0(4),29,0.3,-,0.5,-,-,-,-,-,6.01
495,Marten Winkler,19, Forward,,,0(1),25,-,-,-,-,-,-,-,-,6.01
496,Conor Noß,21, Forward,,,0(3),50,0.3,-,-,-,-,0.3,0.3,-,6.01
497,Ermin Bicakcic,32, D(C),,,0(1),4,-,-,-,-,-,-,-,-,6
498,Immanuel Pherai,21, AM(L),,,0(1),1,-,-,-,-,-,-,-,-,6
499,Lion Semic,18, Defender,,,0(1),2,-,-,-,-,-,-,-,-,6
500,Luca Kilian,22, D(C),,,0(1),1,-,-,1,-,-,-,-,-,6
501,Naouirou Ahamada,20, Midfielder,,,0(3),57,0.3,-,0.7,-,-,0.7,-,-,6
502,Nils Seufert,25, AM(C),,,1(3),98,0.8,-,-,0.3,-,0.3,-,-,6
503,Romario Rösch,22, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6
504,Stephan Fürstner,34, DMC,,,0(1),4,-,-,-,-,1,2,-,-,6
505,Panagiotis Retsos,23, D(CLR),,,0(4),28,-,0.3,-,-,-,-,-,-,6
506,Fisnik Asllani,19, Forward,,,0(2),7,-,-,-,-,-,0.5,-,-,5.99
507,Lee Dong-Jun,25, Midfielder,,,1(3),117,0.5,0.5,0.8,-,-,0.5,-,-,5.99
508,Sidney Raebiger,17, Midfielder,,,0(1),3,-,-,-,-,-,-,-,-,5.98
509,Tom Bischof,16, Midfielder,,,0(1),13,-,-,1,-,1,-,-,-,5.98
510,Gideon Jung,27, D(C),DMC,,1(4),140,0.6,0.4,-,0.2,0.8,0.4,0.2,-,5.96
511,Marius Funk,26, GK,,,8,720,-,-,0.1,-,1,-,-,-,5.96
512,Joscha Wosz,19, Midfielder,,,0(1),8,-,-,1,-,-,-,-,-,5.95
513,Lennart Czyborra,23, D(L),M(L),,1(3),130,-,0.8,1.3,0.3,0.8,0.5,-,-,5.89
514,Antonios Papadopoulos,22, Midfielder,,,0(2),15,-,-,0.5,-,-,-,-,-,5.88
515,Thomas Delaney,30, DMC,,,0(1),17,-,-,-,-,-,-,-,-,5.88
516,Josep Martínez,24, Goalkeeper,,,1,90,-,-,-,-,1,-,-,-,5.86
517,Roman Bürki,31, GK,,,1,90,-,-,-,-,-,-,-,-,5.85
518,Robert Tesche,35, M(C),,,5(6),349,0.5,0.5,0.5,0.1,0.5,0.2,0.2,-,5.82
519,Jens Grahl Eintracht,33, GK,,,1,90,-,-,-,-,1,-,-,-,5.81
520,Hugo Siquet,19, D(R),M(R),,0(1),21,-,-,1,-,-,-,-,-,5.74
521,Nick Proschwitz,35, FW,,,0(1),26,-,-,-,-,-,-,-,-,5.73
522,Benjamin Uphoff,28, GK,,,2,180,-,-,-,-,1.5,-,-,-,5.1
