,Name,Age,position1,position2,position3,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
480,Marcus Forss,22, FW,,,1(6),203,0.4,0.1,0.4,-,-,0.3,-,-,6.15
481,Andrii Yarmolenko,32, AM(CR),FW,,1(18),304,0.2,-,0.1,-,0.1,0.3,0.1,-,6.15
482,Bryan Gil,21, AM(CLR),,,0(9),86,0.3,-,0.1,-,-,0.1,-,-,6.15
483,Jesurun Rak-Sakyi,19, Midfielder,,,1(1),81,-,0.5,0.5,-,-,0.5,-,-,6.15
484,Robin Olsen,32, GK,,,1,90,-,-,-,-,1,-,-,-,6.14
485,Josh Dasilva,23, M(C),,,2(7),252,0.2,0.1,0.4,-,0.7,0.1,-,-,6.14
486,Taylor Richards,21, AM(C),,,0(2),23,0.5,-,0.5,-,-,0.5,-,-,6.14
487,Chem Campbell,19, Forward,,,0(1),12,1,-,-,-,-,-,-,-,6.13
488,James McAtee,19, Midfielder,,,0(2),19,-,-,0.5,-,-,1,-,-,6.13
489,Calum Chambers,27, D(CR),DMC,,2,171,2.5,-,1,-,4.5,0.5,1.5,-,6.13
490,Tyler Morton,19, M(C),,,1(1),66,-,1.5,0.5,-,-,1,-,-,6.13
491,Jairo Riedewald,25, D(CL),DMC,,1(2),117,0.3,0.3,0.3,-,0.3,0.3,-,-,6.12
492,Lewis Brunt,21, Midfielder,,,0(1),23,-,-,-,-,-,-,-,-,6.12
493,Ryan Bertrand,32, D(CL),M(L),,4,338,2,0.3,0.8,0.3,1.5,0.8,0.8,-,6.1
494,Aaron Connolly,22, FW,,,1(3),155,-,-,-,-,-,0.3,-,-,6.1
495,Joe Rodon,24, D(C),,,0(3),87,-,-,-,-,2.3,-,0.3,-,6.09
496,Christoph Zimmermann,29, D(C),,,2(1),158,2,0.3,0.3,0.3,1.3,0.3,-,-,6.09
497,Kayky,18, Forward,,,0(1),6,-,-,1,-,-,-,-,-,6.09
498,Theo Walcott,33, M(CLR),FW,,5(4),381,0.4,0.6,0.1,-,0.2,0.4,-,-,6.09
499,Fábio Silva,19, FW,,,6(16),565,0.1,-,0.6,-,-,0.4,-,-,6.09
500,Kaide Gordon,17, Forward,,,0(1),8,1,-,1,-,-,-,-,-,6.08
501,Sonny Perkins,18, Midfielder,,,0(1),3,-,-,-,-,-,-,-,-,6.08
502,Jean-Philippe Gbamin,26, D(CR),DMC,,1(2),67,0.3,0.3,-,-,0.3,0.7,-,-,6.07
503,Christos Tzolis,20, AM(L),,,3(11),330,0.4,0.1,0.1,-,0.1,0.5,-,-,6.06
504,Mads Bidstrup,21, Midfielder,,,0(4),38,0.3,0.3,0.3,-,0.5,0.8,-,-,6.06
505,Ozan Tufan,27, D(R),M(CR),,4(3),338,0.4,0.3,1.3,-,0.4,0.6,-,-,6.06
506,Ashley Fletcher,26, AM(CL),FW,,0(3),28,0.7,-,0.3,-,-,-,0.3,-,6.05
507,Bali Mumba,20, M(R),,,0(1),45,1,-,-,-,5,-,-,-,6.05
508,Shola Shoretire,18, Forward,,,0(1),16,-,-,-,-,-,-,-,-,6.05
509,Anwar El Ghazi,27, AM(LR),FW,,0(2),11,0.5,-,-,-,-,-,-,-,6.05
510,Jürgen Locadia,28, AM(LR),FW,,0(1),22,-,-,1,-,-,-,-,-,6.04
511,Reiss Nelson,22, M(LR),,,0(1),19,1,-,-,-,-,1,-,-,6.04
512,Cody Drameh,20, D(R),,,1(2),126,1.3,0.3,0.7,0.3,1,0.7,-,-,6.03
513,Emerson,27, D(L),M(L),,0(1),4,-,-,-,-,-,-,-,-,6.03
514,Trézéguet,27, AM(LR),,,0(1),10,-,-,-,-,-,-,-,-,6.03
515,Dwight Gayle,32, AM(LR),FW,,0(8),34,0.1,0.1,0.3,-,-,0.1,-,-,6.02
516,Tyler Onyango,19, Midfielder,,,0(3),27,-,-,-,-,0.3,-,-,-,6.02
517,Cameron Archer,20, FW,,,0(3),24,-,-,1,-,-,-,-,-,6.02
518,Kasey McAteer,20, Midfielder,,,0(1),2,-,-,-,-,-,-,-,-,6.01
519,Dominic Thompson,21, D(L),M(L),,2,148,0.5,1,0.5,-,1.5,0.5,1,-,6.01
520,Jeremy Sarmiento,19, Forward,,,1(4),45,0.2,-,-,-,-,0.4,-,-,6
521,Alex Král,24, DMC,,,0(1),1,-,-,-,-,-,-,-,-,6
522,Daniel Chesters,20, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6
523,Hélder Costa,28, AM(CLR),,,0(1),20,-,-,1,-,-,-,-,-,6
524,Moise Kean,22, AM(L),FW,,0(1),1,-,-,-,-,-,-,-,-,6
525,Nohan Kenneh,19, Midfielder,,,1,1,-,-,-,-,-,-,-,-,6
526,Wesley Moraes,25, FW,,,0(1),1,-,-,1,-,-,-,-,-,6
527,Stuart McKinstry,19, Midfielder,,,0(1),3,-,-,-,1,-,-,-,-,5.99
528,Lewis Dobbin,19, Forward,,,0(3),30,0.7,-,0.3,-,-,0.3,-,-,5.99
529,Alejandro Garnacho,17, Midfielder,,,0(2),12,-,-,0.5,-,-,0.5,-,-,5.98
530,Nathan Ferguson,21, D(LR),,,0(1),8,-,-,-,-,-,-,-,-,5.98
531,Nathan Young-Coombes,19, Forward,,,0(1),3,-,-,1,-,-,-,-,-,5.98
532,Tony Springett,19, Midfielder,,,1(2),141,0.7,-,0.3,-,0.3,1,-,-,5.97
533,Hannibal Mejbri,19, Midfielder,,,1(1),68,1,-,1.5,-,-,-,-,-,5.97
534,Cenk Tosun,31, FW,,,0(1),6,-,-,-,-,-,-,-,-,5.96
535,Jaden Philogene-Bidace,20, AM(L),,,0(1),4,-,-,-,-,-,-,-,-,5.95
536,Folarin Balogun,20, FW,,,1(1),70,0.5,-,-,-,0.5,-,-,-,5.95
537,Morgan Gibbs-White,22, AM(CR),FW,,0(2),7,-,-,1,-,-,-,-,-,5.94
538,Evan Ferguson,17, Forward,,,0(1),22,-,-,-,-,-,-,-,-,5.93
539,Keinan Davis,24, FW,,,0(1),11,-,-,-,-,-,-,-,-,5.92
540,Liam McCarron,21, Midfielder,,,0(1),9,-,-,-,-,-,-,-,-,5.91
541,Lewis Bate,19, Midfielder,,,1(2),147,0.3,0.3,1,-,0.3,2.7,-,-,5.82
542,Freddie Woodman,25, GK,,,4,360,-,-,-,-,-,-,-,-,5.81
543,Sead Kolasinac,28, D(CL),DMC,M(L),1(1),91,-,2,1,-,0.5,-,-,-,5.72
544,Isaac Price,18, Midfielder,,,0(1),12,-,-,-,-,-,-,-,-,5.7
545,Jonas Lössl,33, GK,,,2,180,-,-,-,-,0.5,-,-,-,5.55
546,Jed Steer,29, GK,,,1,90,-,-,-,-,-,-,-,-,5.46
