,Player,Player.1,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,Rating
5,"476Jean-Daniel Akpa AkproLazio, 29, D(R),M(CLR)","Jean-Daniel Akpa Akpro Lazio, 29, D(R),M(CLR)",4(6),313,1.7,0.2,1.3,-,0.6,0.5,0.2,-,6.26
6,"477Riccardo MarchizzaEmpoli, 24, D(L)","Riccardo Marchizza Empoli, 24, D(L)",16(3),1352,1.1,0.5,1,0.3,1.1,0.3,0.3,1,6.26
7,"478Radu DragusinSampdoria, 20, D(C)","Radu Dragusin Sampdoria, 20, D(C)",4(9),613,0.3,0.8,0.5,0.2,2.5,0.3,0.3,-,6.26
8,"479Marvin ZeegelaarUdinese, 31, D(CL),M(L)","Marvin Zeegelaar Udinese, 31, D(CL),M(L)",6(8),637,1.1,0.9,0.9,0.1,1.4,0.6,0.3,-,6.25
9,"480Hilmir Rafn MikaelssonVenezia, 18, Forward","Hilmir Rafn Mikaelsson Venezia, 18, Forward",0(1),17,2.0,-,-,-,-,-,-,-,6.25
0,"481Daan HeymansVenezia, 22, AM(C)","Daan Heymans Venezia, 22, AM(C)",2(5),252,0.4,0.6,1.1,-,0.4,0.6,0.4,-,6.25
1,"482Nikola KalinicVerona, 34, FW","Nikola Kalinic Verona, 34, FW",4(10),401,0.1,-,1.1,-,0.1,0.1,-,-,6.25
2,"483Martín CáceresCagliari, 35, D(CLR),M(R)","Martín Cáceres Cagliari, 35, D(CLR),M(R)",9(5),834,0.9,1,0.5,0.3,1.2,0.6,0.2,-,6.25
3,"484Joel ObiSalernitana, 31, M(CR)","Joel Obi Salernitana, 31, M(CR)",12(9),1146,1.1,0.5,1.5,-,0.3,0.3,0.3,-,6.25
4,"485Dor PeretzVenezia, 27, DMC","Dor Peretz Venezia, 27, DMC",4(14),574,1.5,0.4,0.6,-,0.6,0.7,0.2,-,6.25
5,"486Pepe ReinaLazio, 39, GK","Pepe Reina Lazio, 39, GK",15,1350,-,-,0.1,-,0.5,0.1,-,-,6.25
6,"487Emanuel VignatoBologna, 21, AM(CL)","Emanuel Vignato Bologna, 21, AM(CL)",3(21),582,0.5,0.1,0.2,-,0.2,0.3,-,-,6.25
7,"488Stefano OkakaUdinese, 32, FW","Stefano Okaka Udinese, 32, FW",0(2),20,-,-,0.5,-,0.5,-,-,-,6.25
8,"489Tomás RincónTorino, 34, M(CR)","Tomás Rincón Torino, 34, M(CR)",1(6),158,0.3,0.3,0.7,-,0.6,0.4,0.1,-,6.24
9,"490Stefano SensiInter, 26, AM(C)","Stefano Sensi Inter, 26, AM(C)",1(8),158,0.4,-,0.4,-,0.1,0.2,-,-,6.24
0,"491Dennis JohnsenVenezia, 24, AM(L),FW","Dennis Johnsen Venezia, 24, AM(L),FW",17(10),1466,0.5,0.2,0.3,-,0.1,0.4,-,-,6.24
1,"492Daniel BessaVerona, 29, AM(C)","Daniel Bessa Verona, 29, AM(C)",5(19),762,0.3,0.2,0.9,-,0.5,0.5,0.1,-,6.24
2,"493Janis AntisteSpezia, 19, Forward","Janis Antiste Spezia, 19, Forward",9(9),796,1,0.2,0.8,0.1,0.3,0.4,0.1,-,6.24
3,"494Ben KoneTorino, 22, Midfielder","Ben Kone Torino, 22, Midfielder",0(1),81,3,1,1,-,1,1,-,-,6.23
4,"495Daniel MaldiniAC Milan, 20, Forward","Daniel Maldini AC Milan, 20, Forward",2(6),145,1,0.1,0.5,-,-,0.5,-,-,6.23
5,"496Niklas PyyhtiaBologna, 18, Midfielder","Niklas Pyyhtia Bologna, 18, Midfielder",0(1),18,-,-,-,-,-,1,-,-,6.22
6,"497Pietro PellegriAC Milan, 21, FW","Pietro Pellegri AC Milan, 21, FW",1(5),131,0.3,-,1.2,-,0.2,0.2,-,-,6.22
7,"498Jean-Pierre NsameVenezia, 29, FW","Jean-Pierre Nsame Venezia, 29, FW",1(10),237,0.1,-,0.5,-,0.1,-,-,-,6.22
8,"499Brandon SoppyUdinese, 20, D(R),M(R)","Brandon Soppy Udinese, 20, D(R),M(R)",7(21),765,0.7,0.2,0.8,-,0.2,0.2,0.1,-,6.22
9,"500Aleksandar KolarovInter, 36, D(CL),M(L)","Aleksandar Kolarov Inter, 36, D(CL),M(L)",0(3),38,0.3,0.3,-,-,0.7,-,-,-,6.22
0,"501Filip BenkovicUdinese, 24, D(C)","Filip Benkovic Udinese, 24, D(C)",0(2),6,-,-,0.5,-,-,-,-,-,6.22
1,"502Francesco ForteVenezia, 29, Forward","Francesco Forte Venezia, 29, Forward",4(8),398,0.3,-,0.9,-,0.2,0.3,-,-,6.22
2,"503Federico SantanderBologna, 31, FW","Federico Santander Bologna, 31, FW",0(7),61,0.3,-,0.3,-,-,-,-,-,6.21
3,"504Suf PodgoreanuSpezia, 20, Forward","Suf Podgoreanu Spezia, 20, Forward",1(4),109,0.4,0.2,0.4,-,0.6,0.6,-,-,6.21
4,"505Jeroen ZoetSpezia, 31, GK","Jeroen Zoet Spezia, 31, GK",7,630,0.1,-,0.1,-,0.7,-,-,-,6.21
5,"506Tanner TessmannVenezia, 20, DMC","Tanner Tessmann Venezia, 20, DMC",6(14),674,0.6,0.3,0.5,-,1.1,0.5,0.5,-,6.21
6,"507Felix Afena-GyanRoma, 19, Forward","Felix Afena-Gyan Roma, 19, Forward",6(11),665,0.6,0.2,0.9,-,-,0.2,-,-,6.21
7,"508Vanja Milinkovic-SavicTorino, 25, GK","Vanja Milinkovic-Savic Torino, 25, GK",27,2430,-,-,0.1,-,0.5,-,-,-,6.21
8,"509Valerio VerreSampdoria, 28, AM(CL),FW","Valerio Verre Sampdoria, 28, AM(CL),FW",6(5),421,0.6,-,0.7,-,0.5,0.5,-,-,6.2
9,"510Nicola BagnoliniBologna, 18, Goalkeeper","Nicola Bagnolini Bologna, 18, Goalkeeper",0(1),2,-,-,-,-,-,-,-,-,6.2
0,"511Riccardo CiervoSampdoria, 20, Midfielder","Riccardo Ciervo Sampdoria, 20, Midfielder",1(9),219,0.8,0.2,0.3,-,0.2,0.4,-,-,6.2
1,"512SimySalernitana, 30, FW","Simy Salernitana, 30, FW",10(9),842,0.3,0.2,0.6,-,0.5,0.3,0.2,-,6.2
2,"513Martin HonglaVerona, 24, D(C),DMC","Martin Hongla Verona, 24, D(C),DMC",7(11),644,0.8,0.2,0.8,-,0.9,0.2,0.1,-,6.2
3,"514Michael SvobodaVenezia, 23, D(C)","Michael Svoboda Venezia, 23, D(C)",13(5),1234,1.8,0.6,0.5,0.4,3.3,0.8,0.8,-,6.19
4,"515Mattia ZanottiInter, 19, Defender","Mattia Zanotti Inter, 19, Defender",0(1),8,1,-,-,-,-,1,-,-,6.19
5,"516Flavio Junior BianchiGenoa, 22, Forward","Flavio Junior Bianchi Genoa, 22, Forward",4(3),317,0.3,-,0.7,-,-,0.3,-,-,6.18
6,"517Simone PafundiUdinese, 16, Midfielder","Simone Pafundi Udinese, 16, Midfielder",0(1),22,-,-,1,-,-,1,-,-,6.18
7,"518Matija NastasicFiorentina, 29, D(C)","Matija Nastasic Fiorentina, 29, D(C)",2(3),217,0.2,1,0.4,0.6,2.2,-,0.2,-,6.18
8,"519Goran PandevGenoa, 38, M(CR),FW","Goran Pandev Genoa, 38, M(CR),FW",7(13),837,0.1,0.1,0.3,-,-,0.5,0.1,-,6.17
9,"520Ebenezer AnnanBologna, 19, Defender","Ebenezer Annan Bologna, 19, Defender",0(1),24,1,1,-,-,1,-,-,-,6.17
0,"521Matteo CancellieriVerona, 20, Forward","Matteo Cancellieri Verona, 20, Forward",1(11),220,0.3,0.1,0.8,-,-,0.4,-,-,6.17
1,"522Ronaldo VieiraSampdoria, 23, DMC","Ronaldo Vieira Sampdoria, 23, DMC",4(10),489,0.7,0.4,0.8,-,0.4,0.4,0.1,-,6.16
2,"523NaniVenezia, 35, M(CLR),FW","Nani Venezia, 35, M(CLR),FW",3(7),283,0.2,0.2,0.2,-,-,0.1,-,-,6.16
3,"524Alasanne SidibeAtalanta, 19, Midfielder","Alasanne Sidibe Atalanta, 19, Midfielder",0(1),5,1,-,-,-,-,-,-,-,6.16
4,"525Tommaso BaldanziEmpoli, 19, Midfielder","Tommaso Baldanzi Empoli, 19, Midfielder",0(1),16,-,-,-,-,-,-,-,-,6.16
5,"526Matteo RuggeriSalernitana, 19, M(L)","Matteo Ruggeri Salernitana, 19, M(L)",8(6),681,0.6,0.1,0.1,0.1,1.7,0.2,0.1,-,6.16
6,"527André AndersonLazio, 22, Midfielder","André Anderson Lazio, 22, Midfielder",0(4),61,0.5,0.5,0.5,-,0.3,0.5,-,-,6.16
7,"528Pawel JaroszynskiSalernitana, 27, D(L),M(L)","Pawel Jaroszynski Salernitana, 27, D(L),M(L)",4(9),509,0.8,0.8,0.5,0.2,1.2,0.2,-,-,6.15
8,"529Nicola MurruSampdoria, 27, D(L),M(L)","Nicola Murru Sampdoria, 27, D(L),M(L)",13(9),987,1,0.3,1,0.1,0.7,0.2,0.1,-,6.15
9,"530Gabriele ZappaCagliari, 22, D(R),M(R)","Gabriele Zappa Cagliari, 22, D(R),M(R)",11(14),1140,0.8,0.6,0.6,0.1,1,0.7,0.2,-,6.15
0,"531HernaniGenoa, 28, M(CL)","Hernani Genoa, 28, M(CL)",7(11),681,1.1,0.7,0.7,-,0.3,1.1,0.2,-,6.15
1,"532Luka RomeroLazio, 17, Midfielder","Luka Romero Lazio, 17, Midfielder",0(8),77,0.3,0.1,0.3,-,-,0.3,-,-,6.15
2,"533Kaio JorgeJuventus, 20, FW","Kaio Jorge Juventus, 20, FW",0(9),114,0.2,-,0.4,-,0.2,0.2,-,-,6.14
3,"534Filippo TerraccianoVerona, 19, Midfielder","Filippo Terracciano Verona, 19, Midfielder",0(1),6,-,-,-,-,1,-,-,-,6.14
4,"535Panagiotis RetsosVerona, 23, D(CLR)","Panagiotis Retsos Verona, 23, D(CLR)",1(4),49,-,0.4,0.2,-,0.4,0.4,-,-,6.14
5,"536Aurélien NguiambaSpezia, 23, Midfielder","Aurélien Nguiamba Spezia, 23, Midfielder",0(3),49,1,-,0.3,-,0.3,0.3,0.3,-,6.13
6,"537Simone ZazaTorino, 30, FW","Simone Zaza Torino, 30, FW",0(10),119,0.2,-,0.5,-,0.3,-,-,-,6.13
7,"538Pietro PellegriTorino, 21, FW","Pietro Pellegri Torino, 21, FW",1(8),210,0.1,-,1.1,-,0.6,0.4,-,-,6.12
8,"539Raul Moro PrescoliLazio, 19, Forward","Raul Moro Prescoli Lazio, 19, Forward",1(10),194,0.3,-,-,-,-,0.4,-,-,6.12
9,"540Edoardo BoveRoma, 20, Midfielder","Edoardo Bove Roma, 20, Midfielder",0(11),63,0.1,0.1,0.1,-,-,0.2,-,-,6.12
0,"541Marco BenassiEmpoli, 27, M(CR)","Marco Benassi Empoli, 27, M(CR)",3(9),377,0.5,0.3,0.4,-,0.3,0.8,-,-,6.12
1,"542Roberto PiccoliAtalanta, 21, FW","Roberto Piccoli Atalanta, 21, FW",1(11),185,0.2,-,-,-,-,0.2,-,-,6.12
2,"543Alessandro RussoSalernitana, 18, Midfielder","Alessandro Russo Salernitana, 18, Midfielder",0(1),28,1,-,-,-,1,1,-,-,6.12
3,"544Axel TuanzebeNapoli, 24, D(CR)","Axel Tuanzebe Napoli, 24, D(CR)",0(1),10,-,-,-,-,-,-,1,-,6.12
4,"545Bryan ReynoldsRoma, 20, D(R)","Bryan Reynolds Roma, 20, D(R)",0(1),1,-,-,-,-,1,1,-,-,6.12
5,"546Francesco CassataGenoa, 24, M(CL)","Francesco Cassata Genoa, 24, M(CL)",0(1),6,-,-,-,-,-,-,-,-,6.12
6,"547Giorgio CittadiniAtalanta, 20, Defender","Giorgio Cittadini Atalanta, 20, Defender",0(2),3,-,0.5,-,-,-,-,-,-,6.12
7,"548Julian KristoffersenSalernitana, 25, Forward","Julian Kristoffersen Salernitana, 25, Forward",0(1),6,-,-,1,-,-,-,-,-,6.12
8,"549Borja MayoralRoma, 25, FW","Borja Mayoral Roma, 25, FW",1(4),94,-,-,-,-,-,-,-,-,6.12
9,"550Wajdi KechridaSalernitana, 26, D(R),M(R)","Wajdi Kechrida Salernitana, 26, D(R),M(R)",10(7),948,0.5,0.5,0.5,-,0.8,0.3,0.1,-,6.12
0,"551Roberto PiccoliGenoa, 21, FW","Roberto Piccoli Genoa, 21, FW",2(3),215,0.2,0.2,0.6,-,0.2,-,-,-,6.12
1,"552Diego FalcinelliBologna, 30, FW","Diego Falcinelli Bologna, 30, FW",0(6),61,0.3,0.2,0.3,0.2,0.2,-,-,-,6.11
2,"553Abdou HarrouiSassuolo, 24, DMC,M(R)","Abdou Harroui Sassuolo, 24, DMC,M(R)",3(19),439,0.5,0.2,0.6,0.1,0.1,0.1,-,-,6.11
3,"554Leonardo MancusoEmpoli, 30, FW","Leonardo Mancuso Empoli, 30, FW",5(3),428,0.1,0.1,0.1,0.1,0.3,0.8,-,-,6.11
4,"555David SchneggVenezia, 23, Defender","David Schnegg Venezia, 23, Defender",2(2),141,0.5,0.8,0.8,0.5,0.8,0.5,-,-,6.11
5,"556Mateusz PraszelikVerona, 21, Midfielder","Mateusz Praszelik Verona, 21, Midfielder",0(2),23,-,-,1,-,-,-,-,-,6.11
6,"557Eddie SalcedoSpezia, 20, AM(C),FW","Eddie Salcedo Spezia, 20, AM(C),FW",5(7),428,0.1,-,0.7,-,0.5,0.1,0.1,-,6.1
7,"558Sam LammersAtalanta, 25, FW","Sam Lammers Atalanta, 25, FW",0(2),37,0.5,-,1,-,-,-,-,-,6.1
8,"559Nicolas ViolaBologna, 32, DMC","Nicolas Viola Bologna, 32, DMC",1(5),100,0.3,-,0.3,-,0.2,0.2,0.2,-,6.1
9,"560Sydney van HooijdonkBologna, 22, FW","Sydney van Hooijdonk Bologna, 22, FW",0(4),35,-,-,-,-,-,0.3,-,-,6.1
0,"561Gianluca FrabottaVerona, 22, D(L)","Gianluca Frabotta Verona, 22, D(L)",0(2),18,-,0.5,1,-,-,0.5,-,-,6.1
1,"562Marco BenassiFiorentina, 27, M(CR)","Marco Benassi Fiorentina, 27, M(CR)",1(5),157,0.2,0.5,0.7,0.2,0.3,0.2,-,-,6.09
2,"563Federico PelusoSassuolo, 38, D(CL),M(L)","Federico Peluso Sassuolo, 38, D(CL),M(L)",0(2),9,0.5,-,0.5,-,-,-,-,-,6.09
3,"564Valerio VerreEmpoli, 28, AM(CL),FW","Valerio Verre Empoli, 28, AM(CL),FW",4(4),310,0.5,0.1,1,-,-,0.6,-,-,6.08
4,"565MikaelSalernitana, 23, FW","Mikael Salernitana, 23, FW",0(7),77,0.1,-,0.4,-,0.1,-,-,-,6.08
5,"566Andrea ContiAC Milan, 28, D(R),M(R)","Andrea Conti AC Milan, 28, D(R),M(R)",0(1),12,-,-,-,-,-,-,-,-,6.08
6,"567Tommaso De NipotiAtalanta, 18, Forward","Tommaso De Nipoti Atalanta, 18, Forward",0(1),5,-,-,-,-,-,-,-,-,6.08
7,"568Brian OddeiSassuolo, 19, Forward","Brian Oddei Sassuolo, 19, Forward",0(2),7,-,-,-,-,-,-,-,-,6.08
8,"569Aaron RamseyJuventus, 31, M(CLR)","Aaron Ramsey Juventus, 31, M(CLR)",1(2),97,-,0.3,0.7,-,-,-,-,-,6.07
9,"570Issa BahVenezia, 19, Forward","Issa Bah Venezia, 19, Forward",0(1),9,-,-,-,-,-,-,-,-,6.07
0,"571Luca StangaAC Milan, 20, Defender","Luca Stanga AC Milan, 20, Defender",0(1),2,1,-,1,-,-,-,-,-,6.07
1,"572Martín SatrianoInter, 21, FW","Martín Satriano Inter, 21, FW",0(4),34,0.3,-,0.3,-,-,-,-,-,6.07
2,"573Vedat MuriqiLazio, 28, FW","Vedat Muriqi Lazio, 28, FW",1(10),208,0.1,-,0.5,-,0.1,0.5,-,-,6.06
3,"574Daniele BaselliTorino, 30, M(C)","Daniele Baselli Torino, 30, M(C)",0(6),141,0.5,0.2,0.5,-,0.3,0.7,-,-,6.05
4,"575Francesco MagnanelliSassuolo, 37, DMC","Francesco Magnanelli Sassuolo, 37, DMC",2(10),265,0.4,0.1,0.8,-,0.3,0.7,0.1,-,6.05
5,"576Stefano SabelliGenoa, 29, D(R),M(R)","Stefano Sabelli Genoa, 29, D(R),M(R)",5(2),353,0.9,0.4,0.9,0.1,1.3,0.9,0.1,-,6.05
6,"577Leonardo CapezziSalernitana, 27, M(C)","Leonardo Capezzi Salernitana, 27, M(C)",2(3),175,0.6,-,0.6,-,0.2,0.6,0.8,-,6.05
7,"578Ibrahima MbayeBologna, 27, D(LR),M(LR)","Ibrahima Mbaye Bologna, 27, D(LR),M(LR)",1(5),103,0.2,0.2,0.5,0.3,1,0.2,0.2,-,6.04
8,"579Denis VavroLazio, 26, D(C)","Denis Vavro Lazio, 26, D(C)",0(1),7,-,-,-,-,-,-,-,-,6.04
9,"580Petar ZovkoSpezia, 20, Goalkeeper","Petar Zovko Spezia, 20, Goalkeeper",1(1),29,-,-,-,-,0.5,-,-,-,6.04
0,"581Simone TrimboliSampdoria, 20, Midfielder","Simone Trimboli Sampdoria, 20, Midfielder",0(5),60,0.4,0.4,0.4,-,-,-,-,-,6.04
1,"582Bjarki BjarkasonVenezia, 22, Midfielder","Bjarki Bjarkason Venezia, 22, Midfielder",0(1),2,-,-,-,-,-,-,-,-,6.03
2,"583Gerard YepesSampdoria, 19, Midfielder","Gerard Yepes Sampdoria, 19, Midfielder",0(4),17,0.3,-,-,-,-,-,-,-,6.03
3,"584Valon BehramiGenoa, 37, M(C)","Valon Behrami Genoa, 37, M(C)",2(8),306,0.3,0.1,0.8,-,0.4,0.7,0.1,-,6.03
4,"585Valentin MihailaAtalanta, 22, AM(L)","Valentin Mihaila Atalanta, 22, AM(L)",0(5),73,0.2,-,0.4,-,-,0.2,-,-,6.03
5,"586Christian OlivaCagliari, 26, M(C)","Christian Oliva Cagliari, 26, M(C)",0(4),44,0.5,-,-,-,-,0.8,-,-,6.03
6,"587Diego FariasCagliari, 32, AM(CLR),FW","Diego Farias Cagliari, 32, AM(CLR),FW",0(4),63,0.3,-,-,-,-,0.5,-,-,6.02
7,"588Antonio RaimondoBologna, 18, Forward","Antonio Raimondo Bologna, 18, Forward",1,75,-,-,3,-,1,1,-,-,6.02
8,"589Arnór SigurdssonVenezia, 23, AM(CLR),FW","Arnór Sigurdsson Venezia, 23, AM(CLR),FW",0(9),174,0.1,0.1,0.2,-,-,0.1,-,-,6.02
9,"590Nicolas GalazziVenezia, 21, Forward","Nicolas Galazzi Venezia, 21, Forward",0(1),17,2,-,2,-,-,1,-,-,6.02
0,"591Fabio DepaoliSampdoria, 25, D(R),DMC,M(R)","Fabio Depaoli Sampdoria, 25, D(R),DMC,M(R)",1(5),108,0.5,0.2,1.3,-,0.3,0.3,0.2,-,6.02
1,"592Maximilian UllmannVenezia, 25, D(L)","Maximilian Ullmann Venezia, 25, D(L)",2(3),245,-,0.4,0.4,-,1.2,0.2,-,-,6.02
2,"593Lys MoussetSalernitana, 26, FW","Lys Mousset Salernitana, 26, FW",2(4),159,0.2,-,0.7,-,-,-,-,-,6.02
3,"594Ernesto TorregrossaSampdoria, 29, FW","Ernesto Torregrossa Sampdoria, 29, FW",0(10),107,0.2,-,0.7,-,0.1,0.1,-,-,6.02
4,"595Aleksander BuksaGenoa, 19, Forward","Aleksander Buksa Genoa, 19, Forward",0(4),62,-,-,0.5,-,0.3,0.3,-,-,6.02
5,"596Magnus WarmingTorino, 21, Forward","Magnus Warming Torino, 21, Forward",0(4),53,0.3,-,0.3,-,-,-,-,-,6.01
6,"597Aleksandr KokorinFiorentina, 31, AM(CLR),FW","Aleksandr Kokorin Fiorentina, 31, AM(CLR),FW",0(6),50,0.2,-,0.3,-,-,-,-,-,6.01
7,"598Felipe CaicedoInter, 33, FW","Felipe Caicedo Inter, 33, FW",0(3),21,-,-,0.3,-,-,-,-,-,6.0
8,"599Damir CeterCagliari, 24, Forward","Damir Ceter Cagliari, 24, Forward",0(1),5,-,-,-,-,-,-,-,-,6.0
9,"600Daniel FuzatoRoma, 24, GK","Daniel Fuzato Roma, 24, GK",1,1,-,-,-,-,-,-,-,-,6.0
0,"601Dimitrios KeramitsisRoma, 17, Defender","Dimitrios Keramitsis Roma, 17, Defender",0(1),1,-,-,-,-,-,-,-,-,6.0
1,"602Edoardo GoldanigaSassuolo, 28, D(CR)","Edoardo Goldaniga Sassuolo, 28, D(CR)",0(1),1,-,-,-,-,-,-,-,-,6.0
2,"603Riccardo PinziUdinese, 18, Midfielder","Riccardo Pinzi Udinese, 18, Midfielder",0(1),1,-,-,-,-,-,-,-,-,6.0
3,"604Edoardo VerganiSalernitana, 21, Forward","Edoardo Vergani Salernitana, 21, Forward",1(5),98,0.3,-,0.5,-,0.2,-,0.3,-,6.0
4,"605Christos KourfalidisCagliari, 19, Midfielder","Christos Kourfalidis Cagliari, 19, Midfielder",0(2),17,-,-,-,-,-,0.5,-,-,6.0
5,"606Matìas SouléJuventus, 19, Midfielder","Matìas Soulé Juventus, 19, Midfielder",0(2),4,-,-,-,-,-,0.5,-,-,6.0
6,"607Patrick LealVenezia, 19, Midfielder","Patrick Leal Venezia, 19, Midfielder",0(1),1,-,-,-,-,-,1,-,-,5.99
7,"608Sebastien De MaioUdinese, 35, D(C)","Sebastien De Maio Udinese, 35, D(C)",2,180,2.5,0.5,1.5,-,4,4,2.5,-,5.99
8,"609Riccardo CalafioriGenoa, 20, Defender","Riccardo Calafiori Genoa, 20, Defender",1(2),81,0.3,0.7,1,-,1.3,0.3,0.3,-,5.99
9,"610Cristiano RonaldoJuventus, 37, M(L),FW","Cristiano Ronaldo Juventus, 37, M(L),FW",0(1),31,1,-,-,-,-,-,-,-,5.98
0,"611Giovanni SimeoneCagliari, 26, AM(R),FW","Giovanni Simeone Cagliari, 26, AM(R),FW",0(1),6,-,-,1,-,-,-,-,-,5.98
1,"612Luca GaglianoCagliari, 21, Forward","Luca Gagliano Cagliari, 21, Forward",0(2),11,-,-,-,-,0.5,-,-,-,5.98
2,"613Filippo Delli CarriSalernitana, 23, Defender","Filippo Delli Carri Salernitana, 23, Defender",3(2),334,1.2,0.8,0.4,-,2.4,1.8,0.4,-,5.97
3,"614Filippo DistefanoFiorentina, 18, Forward","Filippo Distefano Fiorentina, 18, Forward",0(1),1,-,-,-,-,-,-,-,-,5.97
4,"615Mario PerroneSalernitana, 19, Defender","Mario Perrone Salernitana, 19, Defender",0(1),13,-,-,1,-,-,-,-,-,5.97
5,"616Samuel MrázSpezia, 25, Forward","Samuel Mráz Spezia, 25, Forward",0(2),52,-,-,1,-,-,-,-,-,5.94
6,"617Emil CeïdeSassuolo, 20, Forward","Emil Ceïde Sassuolo, 20, Forward",0(6),49,0.2,-,-,-,-,0.2,-,-,5.93
7,"618Giovanni CrociataEmpoli, 24, Midfielder","Giovanni Crociata Empoli, 24, Midfielder",0(1),14,-,-,1,-,-,1,-,-,5.93
8,"619Sebastian GiovincoSampdoria, 35, AM(C),FW","Sebastian Giovinco Sampdoria, 35, AM(C),FW",0(2),37,-,-,1,-,-,0.5,-,-,5.93
9,"620Andrea FavilliGenoa, 25, FW","Andrea Favilli Genoa, 25, FW",0(1),36,1,-,-,-,2,-,-,-,5.92
0,"621Samuel Di CarmineVerona, 33, FW","Samuel Di Carmine Verona, 33, FW",0(1),35,-,-,1,-,-,-,-,-,5.92
1,"622Vladyslav SupryahaSampdoria, 22, Forward","Vladyslav Supryaha Sampdoria, 22, Forward",0(1),23,-,-,1,-,-,1,-,-,5.92
2,"623Luka BogdanSalernitana, 26, Defender","Luka Bogdan Salernitana, 26, Defender",4(2),396,1,1,0.3,-,3.2,0.7,0.3,-,5.92
3,"624Nicola RavagliaSampdoria, 33, GK","Nicola Ravaglia Sampdoria, 33, GK",0(1),4,-,-,-,-,-,-,-,-,5.91
4,"625Marley AkéJuventus, 21, Forward","Marley Aké Juventus, 21, Forward",0(4),73,-,0.3,1.5,-,-,0.5,-,-,5.9
5,"626Frédéric VeseliSalernitana, 29, D(CLR)","Frédéric Veseli Salernitana, 29, D(CLR)",8(1),599,0.8,0.4,0.8,0.1,2,0.1,0.6,-,5.88
6,"627Laurens SerpeGenoa, 21, Defender","Laurens Serpe Genoa, 21, Defender",0(1),45,1,-,-,-,1,1,-,-,5.87
7,"628Martin PalumboJuventus, 20, Midfielder","Martin Palumbo Juventus, 20, Midfielder",0(1),12,-,-,-,-,-,1,-,-,5.86
8,"629Luca VignaliSpezia, 26, D(R)","Luca Vignali Spezia, 26, D(R)",1(1),85,0.5,0.5,-,-,0.5,1.5,-,-,5.86
9,"630Vincenzo FiorilloSalernitana, 32, GK","Vincenzo Fiorillo Salernitana, 32, GK",1,90,-,-,-,-,1,-,-,-,5.7
0,"631Ramzi AyaSalernitana, 32, Defender","Ramzi Aya Salernitana, 32, Defender",2,136,0.5,-,0.5,-,2,-,-,-,5.31
1,"632Gianluca PegoloSassuolo, 41, GK","Gianluca Pegolo Sassuolo, 41, GK",1,90,-,-,-,-,-,-,-,-,5.0
2,"633Ionut RaduInter, 25, GK","Ionut Radu Inter, 25, GK",1,90,-,-,-,-,-,-,-,-,4.9
