,Player,Name,Age,postion1,postion2,postion3,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
543,"544Hugo ÁlvarezCelta Vigo, 18, Midfielder",Hugo Álvarez,18, Midfielder,,,0(1),10,-,-,-,-,1,33.3,-,-,6.12
544,"545Landry DimataEspanyol, 24, FW",Landry Dimata,24, FW,,,4(13),537,-,-,-,-,0.5,72.8,1.1,-,6.12
545,"546Marcos MauroCadiz, 31, D(C)",Marcos Mauro,31, D(C),,,1(2),136,-,-,1,-,-,52,1.3,-,6.12
546,"547Jaume GrauOsasuna, 25, DMC",Jaume Grau,25, DMC,,,0(1),2,-,-,-,-,-,50,-,-,6.11
547,"548Loren MorónReal Betis, 28, FW",Loren Morón,28, FW,,,0(1),3,-,-,-,-,-,-,-,-,6.11
548,"549Mamadou SyllaDeportivo Alaves, 28, FW",Mamadou Sylla,28, FW,,,4(9),391,-,-,1,-,0.2,61.9,0.8,-,6.11
549,"550JosemaElche, 26, D(CL)",Josema,26, D(CL),,,1(5),181,-,-,-,-,-,67.4,0.5,-,6.11
550,"551Luismi CruzSevilla, 21, Midfielder",Luismi Cruz,21, Midfielder,,,0(2),12,-,-,-,-,-,33.3,-,-,6.1
551,"552Jonathan SilvaGetafe, 27, D(CL),M(L)",Jonathan Silva,27, D(CL),M(L),,1(8),222,-,-,4,-,0.1,69.4,0.1,-,6.1
552,"553Yan EtekiGranada, 24, DMC",Yan Eteki,24, DMC,,,2(10),337,-,-,3,-,0.1,74.8,0.6,-,6.1
553,"554Dani RabaVillarreal, 26, AM(CR)",Dani Raba,26, AM(CR),,,0(7),83,-,-,1,-,-,70.3,0.3,-,6.1
554,"555Marc PubillLevante, 18, Defender",Marc Pubill,18, Defender,,,5(6),512,-,1,1,-,0.5,79.2,0.5,-,6.1
555,"556Martín CáceresLevante, 35, D(CLR),M(R)",Martín Cáceres,35, D(CLR),M(R),,9(1),670,-,-,2,-,-,82,0.7,-,6.09
556,"557Juan CalaCadiz, 32, D(C)",Juan Cala,32, D(C),,,11(4),948,-,-,7,1,0.3,73.9,1.1,-,6.09
557,"558Unai RoperoDeportivo Alaves, 20, Midfielder",Unai Ropero,20, Midfielder,,,0(1),11,-,-,-,-,-,100,-,-,6.08
558,"559Víctor CamarasaReal Betis, 28, M(CR)",Víctor Camarasa,28, M(CR),,,0(7),102,-,-,-,-,0.1,82,0.3,-,6.08
559,"560Rubén IranzoValencia, 19, Defender",Rubén Iranzo,19, Defender,,,1(3),134,-,-,2,-,0.3,80.9,-,-,6.08
560,"561Mamadou SyllaRayo Vallecano, 28, FW",Mamadou Sylla,28, FW,,,1(11),247,-,-,2,-,0.9,72.6,1.2,-,6.07
561,"562Estanis PedrolaBarcelona, 18, Forward",Estanis Pedrola,18, Forward,,,0(1),10,-,-,-,-,-,-,-,-,6.07
562,"563Manu VallejoValencia, 25, FW",Manu Vallejo,25, FW,,,0(9),90,-,-,3,-,0.3,65.5,0.2,-,6.07
563,"564Eray CömertValencia, 24, D(C)",Eray Cömert,24, D(C),,,5(3),408,-,-,2,-,0.4,84.5,0.3,-,6.07
564,"565Milutin OsmajicCadiz, 22, Forward",Milutin Osmajic,22, Forward,,,2(8),251,-,-,-,-,0.4,54.3,1.2,-,6.06
565,"566Aleix FebasMallorca, 26, AM(C)",Aleix Febas,26, AM(C),,,1(3),115,-,-,1,-,-,86.8,0.3,-,6.06
566,"567Florin AndoneCadiz, 29, FW",Florin Andone,29, FW,,,1(4),174,-,-,1,-,0.6,65.8,1.4,-,6.06
567,"568Álvaro VadilloEspanyol, 27, AM(LR)",Álvaro Vadillo,27, AM(LR),,,0(3),6,-,-,1,-,-,77.8,0.3,-,6.06
568,"569Iker BenitoOsasuna, 19, Forward",Iker Benito,19, Forward,,,1(3),117,-,-,1,-,0.8,78.3,0.3,-,6.06
569,"570Carlo GarcíaVillarreal, 21, Midfielder",Carlo García,21, Midfielder,,,0(1),6,-,-,-,-,-,100,-,-,6.05
570,"571Joan SastreMallorca, 25, D(R)",Joan Sastre,25, D(R),,,2(5),255,-,-,1,-,0.3,74.7,0.7,-,6.05
571,"572Lago JuniorMallorca, 31, M(L)",Lago Junior,31, M(L),,,1(5),175,-,-,-,-,1,65,0.7,-,6.05
572,"573Dani RabaGranada, 26, AM(CR)",Dani Raba,26, AM(CR),,,0(2),24,-,-,-,-,-,66.7,-,-,6.05
573,"574Tomás MendesDeportivo Alaves, 17, Midfielder",Tomás Mendes,17, Midfielder,,,0(1),8,-,-,-,-,-,80,-,-,6.04
574,"575Víctor GómezEspanyol, 22, D(R),M(R)",Víctor Gómez,22, D(R),M(R),,0(1),3,-,-,-,-,-,100,-,-,6.04
575,"576Yacine QasmiRayo Vallecano, 31, Forward",Yacine Qasmi,31, Forward,,,0(1),3,-,-,-,-,-,50,1,-,6.03
576,"577Aleksander SedlarMallorca, 30, D(C)",Aleksander Sedlar,30, D(C),,,3(7),401,-,-,3,1,-,81.7,0.8,-,6.02
577,"578Erick CabacoGetafe, 27, D(C)",Erick Cabaco,27, D(C),,,6(5),405,-,1,2,1,0.1,66.3,0.7,-,6.02
578,"579Alejandro AsensioRayo Vallecano, 21, Forward",Alejandro Asensio,21, Forward,,,0(2),12,-,-,-,-,0.5,85.7,0.5,-,6.02
579,"580Mario DominguezValencia, 18, Midfielder",Mario Dominguez,18, Midfielder,,,0(2),23,-,-,-,-,-,66.7,-,-,6.02
580,"581David TimorGetafe, 32, D(C),M(C)",David Timor,32, D(C),M(C),,3(4),339,-,-,2,-,1.1,81.5,1,-,6.01
581,"582Álvaro SanzBarcelona, 21, Midfielder",Álvaro Sanz,21, Midfielder,,,0(2),27,-,-,-,-,-,83.3,-,-,6.01
582,"583Ander CapaAthletic Bilbao, 30, D(R),M(R)",Ander Capa,30, D(R),M(R),,0(1),3,-,-,-,-,1,50,-,-,6.01
583,"584Omar FarajLevante, 20, Forward",Omar Faraj,20, Forward,,,0(1),3,-,-,-,-,-,-,-,-,6.01
584,"585Adrián ButzkeGranada, 23, FW",Adrián Butzke,23, FW,,,0(1),1,-,-,-,-,-,-,-,-,6.0
585,"586Benjamin LecomteAtletico, 31, GK",Benjamin Lecomte,31, GK,,,1,1,-,-,1,-,-,-,-,-,6.0
586,"587Giuliano SimeoneAtletico, 19, Forward",Giuliano Simeone,19, Forward,,,0(1),1,-,-,-,-,-,33.3,1,-,6.0
587,"588Luca KoleoshoEspanyol, 17, Midfielder",Luca Koleosho,17, Midfielder,,,0(1),1,-,-,-,-,-,100,-,-,6.0
588,"589Miguel BaezaCelta Vigo, 22, Midfielder",Miguel Baeza,22, Midfielder,,,0(1),1,-,-,-,-,-,100,-,-,6.0
589,"590Mika MármolBarcelona, 20, Defender",Mika Mármol,20, Defender,,,0(1),1,-,-,-,-,-,80,-,-,6.0
590,"591Nikita IosifovVillarreal, 21, Midfielder",Nikita Iosifov,21, Midfielder,,,0(1),1,-,-,-,-,-,100,-,-,6.0
591,"592Peru NolaskoainAthletic Bilbao, 23, Defender",Peru Nolaskoain,23, Defender,,,0(1),1,-,-,-,-,-,100,-,-,6.0
592,"593Raúl GarcíaReal Betis, 21, Forward",Raúl García,21, Forward,,,0(1),1,-,-,-,-,-,-,-,-,6.0
593,"594Valentino FattoreSevilla, 20, Defender",Valentino Fattore,20, Defender,,,0(1),1,-,-,-,-,-,-,-,-,6.0
594,"595GoriEspanyol, 20, Midfielder",Gori,20, Midfielder,,,0(1),8,-,-,1,-,-,83.3,-,-,5.99
595,"596Iván MartínDeportivo Alaves, 23, Midfielder",Iván Martín,23, Midfielder,,,2(4),166,-,-,-,-,0.2,82,0.5,-,5.99
596,"597Álvaro AguirreRayo Vallecano, 22, Forward",Álvaro Aguirre,22, Forward,,,0(1),8,-,-,-,-,-,100,-,-,5.98
597,"598Matthew HoppeMallorca, 21, FW",Matthew Hoppe,21, FW,,,1(4),130,-,1,-,-,0.4,70.6,0.4,-,5.98
598,"599Javier SerranoAtletico, 19, Midfielder",Javier Serrano,19, Midfielder,,,1(4),67,-,-,1,1,-,78.4,0.8,-,5.97
599,"600BarberoOsasuna, 23, Forward",Barbero,23, Forward,,,0(6),16,-,-,-,-,-,63.6,0.3,-,5.97
600,"601Andrés MartínRayo Vallecano, 22, Forward",Andrés Martín,22, Forward,,,1(6),182,-,-,-,-,0.7,63.6,0.3,-,5.96
601,"602Jesús SantiagoValencia, 18, Midfielder",Jesús Santiago,18, Midfielder,,,0(3),81,-,-,-,-,-,80,-,-,5.96
602,"603Jon MorcilloAthletic Bilbao, 23, AM(L)",Jon Morcillo,23, AM(L),,,0(7),49,-,-,2,-,0.1,76.9,-,-,5.96
603,"604Javi DíazSevilla, 25, Goalkeeper",Javi Díaz,25, Goalkeeper,,,1,90,-,-,-,-,-,81.3,-,-,5.94
604,"605Juan LatasaReal Madrid, 21, Forward",Juan Latasa,21, Forward,,,0(1),8,-,-,-,-,1,80,-,-,5.94
605,"606Cristhian MosqueraValencia, 17, Defender",Cristhian Mosquera,17, Defender,,,3(3),211,-,-,1,-,0.2,85.5,0.2,-,5.91
606,"607Hugo SoteloCelta Vigo, 18, Midfielder",Hugo Sotelo,18, Midfielder,,,0(1),1,-,-,-,-,-,100,-,-,5.91
607,"608Chema RodríguezGetafe, 30, D(CL)",Chema Rodríguez,30, D(CL),,,2,47,-,-,1,1,0.5,73.3,-,-,5.89
608,"609Juanlu SánchezSevilla, 18, Midfielder",Juanlu Sánchez,18, Midfielder,,,0(1),4,-,-,1,-,-,50,-,-,5.89
609,"610Marc TenasDeportivo Alaves, 21, Forward",Marc Tenas,21, Forward,,,0(3),51,-,-,2,-,-,73.7,0.3,-,5.88
610,"611Dominik GreifMallorca, 25, GK",Dominik Greif,25, GK,,,1,90,-,-,-,-,-,56,-,-,5.86
611,"612Jesús AresoOsasuna, 22, Defender",Jesús Areso,22, Defender,,,2(1),189,-,-,1,-,-,84.2,1,-,5.83
612,"613Javier OntiverosOsasuna, 24, AM(LR)",Javier Ontiveros,24, AM(LR),,,0(3),36,-,-,-,-,0.7,79.3,0.3,-,5.81
613,"614Pedro BenitoCadiz, 22, Forward",Pedro Benito,22, Forward,,,0(1),31,-,-,-,-,-,75,-,-,5.81
614,"615Sergio BarciaGranada, 21, Midfielder",Sergio Barcia,21, Midfielder,,,1,77,-,-,-,-,-,36.4,1,-,5.62
615,"616Juan PérezOsasuna, 25, GK",Juan Pérez,25, GK,,,2,180,-,-,-,-,-,40,-,-,5.44
616,"617Joan GarcíaEspanyol, 21, Goalkeeper",Joan García,21, Goalkeeper,,,1(1),107,-,-,-,-,-,72,-,-,5.0
617,"618Josep GayáMallorca, 21, Defender",Josep Gayá,21, Defender,,,1,59,-,-,-,-,-,82.1,-,-,4.74
